Gene,Locus,Molecule D23580,Start,End,Strand,Product,Input 1 (for Macrophage) read counts,Input 2 (for MAcropahge) read counts,Macrophage 1 (output) read counts,Macrophage 2 (output) read counts,Log2 fold-change output (MAcrophage) vs. input,p-value
STMMW_39721,STMMW_39721,D23580,4239744,4240172,-,conserved hypothetical protein,319,163,276,105,-0.180474214136761,0.852698952656079
typA,STMMW_39731,D23580,4240141,4241964,+,GTP-binding protein,3471,1811,1896,1296,-0.513335136590174,0.0000000242
STMMW_39741,STMMW_39741,D23580,4242019,4242753,-,conserved hypothetical protein,3134,1702,2284,1657,-0.0833272651446253,0.654500681037738
STMMW_39751,STMMW_39751,D23580,4242738,4243616,-,hypothetical protein,3713,2100,2662,1918,-0.139932492056429,0.250944109043721
STMMW_39761,STMMW_39761,D23580,4243613,4244854,-,putative coproporphyrinogen III oxidase,5982,3415,3958,3089,-0.204566235661983,0.017721704704114
STMMW_39771,STMMW_39771,D23580,4244856,4245731,-,hypothetical protein,8302,4729,5563,4089,-0.22837098037781,0.000374777333751884
STMMW_39781,STMMW_39781,D23580,4245724,4246749,-,conserved hypothetical protein,7797,4539,5948,3985,-0.121802702259932,0.182362526033395
STMMW_39791,STMMW_39791,D23580,4246762,4247610,-,hypothetical protein,8116,4589,5925,4383,-0.0948711338960231,0.309251596372874
ompL,STMMW_39801,D23580,4247767,4248459,-,putative exported protein,323,215,137,145,-0.720154720931141,0.0591101191187867
yihO,STMMW_39811,D23580,4248527,4249948,-,putative membrane transport protein,7249,4163,4968,3773,-0.178049785320404,0.0226904187731444
yihP,STMMW_39821,D23580,4249994,4251376,-,putative membrane permease,3088,1646,2224,1460,-0.156651172195165,0.272123399992141
yihQ,STMMW_39831,D23580,4251422,4253458,-,putative glycosyl hydrolase,5273,2696,4114,2732,-0.00539132973664391,0.989090437738042
yihR,STMMW_39841,D23580,4253502,4254359,-,conserved hypothetical protein,2736,1437,2132,1450,-0.00907220485323241,0.986877397488556
yihS,STMMW_39851,D23580,4254363,4255604,-,conserved hypothetical protein,3992,2051,2939,2132,-0.0310823511402907,0.916279940090801
yihT,STMMW_39861,D23580,4255620,4256498,-,putative aldolase,1164,589,913,613,0.016292489961504,0.98387781324335
yihU,STMMW_39871,D23580,4256521,4257417,-,putative oxidoreductase,2126,1190,1548,1218,-0.0466874204789795,0.895401296343853
yihV,STMMW_39881,D23580,4257582,4258478,+,putative sugar kinase,1640,836,1322,859,0.0287944473799651,0.953791402027558
yihW,STMMW_39891,D23580,4258512,4259315,+,putative deoR-family transcriptional regulator,1309,679,556,376,-0.879392094338485,0.00000000509
yihX,STMMW_39901,D23580,4259506,4260105,+,putative haloacid dehalogenase-like hydrolase,1149,671,819,542,-0.229449826252681,0.30494402641019
rbn,STMMW_39911,D23580,4260099,4260971,+,ribonuclease BN,2303,1209,1670,1296,-0.0187997807593712,0.971189843271751
yihZ,STMMW_39921,D23580,4260968,4261405,+,conserved hypothetical protein,912,478,744,482,0.025524153185382,0.975137606866442
yiiD,STMMW_39931,D23580,4261402,4262391,+,putative acetyltransferase,2939,1622,2166,1558,-0.0842921968995527,0.66186109794071
STMMW_39941,STMMW_39941,D23580,4262406,4262852,-,conserved hypothetical protein,894,568,476,297,-0.751038368763777,0.0000578
STMMW_39951,STMMW_39951,D23580,4262849,4263160,-,conserved hypothetical protein,719,465,507,388,-0.21790171599475,0.516571063586306
STMMW_39961,STMMW_39961,D23580,4263246,4264175,-,putative lipase,2964,1737,2366,1662,-0.0278439083517205,0.932572504929511
STMMW_39962,STMMW_39962,D23580,4264393,4264704,+,conserved hypothetical protein,729,411,517,404,-0.0949821056909062,0.856379751122108
STMMW_39971,STMMW_39971,D23580,4264741,4264995,+,putative DNA-binding protein,532,271,358,300,-0.0495133509026852,0.953791402027558
fdhE,STMMW_39981,D23580,4265042,4265971,-,FdhE protein,3028,1559,2247,1611,-0.0295019286741308,0.927941826218469
fdoI,STMMW_39991,D23580,4265968,4266603,-,formate dehydrogenase-O gamma subunit,1797,960,1352,943,-0.0538073098833313,0.884531971192307
fdoH,STMMW_40001,D23580,4266600,4267502,-,formate dehydrogenase-O beta subunit,2585,1303,1928,1349,-0.0252031923781431,0.949590968565694
fdoG,STMMW_40011,D23580,4267515,4270565,-,"formate dehydrogenase-O, major subunit",7698,4029,6062,3960,-0.0188882991663869,0.942657690305258
fdhD,STMMW_40021,D23580,4270760,4271596,+,FdhD protein,1528,794,1087,741,-0.131700769796881,0.613274694960354
STMMW_40031,STMMW_40031,D23580,4271864,4272895,-,putative lipoprotein,10295,6646,7349,5592,-0.205778634412267,0.330927896763101
yiiG,STMMW_40041,D23580,4273120,4274178,+,putative lipoprotein,5510,3453,3670,2711,-0.303242868995703,0.000414195940265591
STMMW_40051,STMMW_40051,D23580,4274533,4274856,-,putative exported protein,1430,723,1058,770,-0.0113586055290427,0.987380816499634
STMMW_40061,STMMW_40061,D23580,4274856,4275515,-,putative exported protein,1169,631,844,552,-0.164077340947756,0.55009161326166
STMMW_40071,STMMW_40071,D23580,4275598,4276164,+,putative DNA-binding protein,1160,679,822,580,-0.195598340191182,0.407957976937685
yiiL,STMMW_40081,D23580,4276253,4276567,-,conserved hypothetical protein,728,402,546,431,0.00764057954801592,0.995404859470407
STMMW_40091,STMMW_40091,D23580,4276564,4277712,-,alcohol dehydrogenase,2829,1532,2431,1566,0.0744385702811155,0.747087168804805
rhaD,STMMW_40101,D23580,4277839,4278666,-,rhamnulose-1-phosphate aldolase (ec 4.1.2.19),2937,1501,2143,1514,-0.0592272013062298,0.819006035165585
rhaA,STMMW_40111,D23580,4278809,4280068,-,L-rhamnose isomerase,3462,1872,2677,1906,-0.00814652404832612,0.986877397488556
rhaB,STMMW_40121,D23580,4280065,4281534,-,rhamnulokinase,3423,1823,2493,1665,-0.128306230756363,0.375347074524261
rhaS,STMMW_40131,D23580,4281822,4282658,+,L-rhamnose operon regulatory protein,1723,959,1327,880,-0.0827062081892212,0.775656318046572
rhaR,STMMW_40141,D23580,4282811,4283659,+,L-rhamnose operon transcriptional activator,2077,1109,1442,1121,-0.0918578758376676,0.722851531150625
rhaT,STMMW_40151,D23580,4283656,4284690,-,L rhamnose-proton symporter,2927,1522,2139,1447,-0.0985506905400042,0.613274694960354
STMMW_40152,STMMW_40152,D23580,4284860,4284973,+,hypothetical protein,266,206,185,128,-0.450888617092874,0.34811098392257
STMMW_40153,STMMW_40153,D23580,4285168,4285284,+,hypothetical protein,0,0,0,0,NA,NA
STMMW_40161,STMMW_40161,D23580,4285309,4285992,+,putative exported protein,1518,902,708,475,-0.844565230443284,4.53E-10
STMMW_40171,STMMW_40171,D23580,4286150,4287457,-,putative membrane transport protein,5365,3078,3869,2792,-0.140478598260025,0.145688134531577
STMMW_40181,STMMW_40181,D23580,4287450,4287965,-,"trap dicarboxylate transporter, dctq subunit",1409,768,1089,675,-0.108142178971302,0.739160255741028
STMMW_40191,STMMW_40191,D23580,4287984,4288967,-,"trap dicarboxylate transporter, dctp subunit",2588,1408,1949,1390,-0.049282197642433,0.863781128460271
sodA,STMMW_40201,D23580,4289296,4289916,+,manganese superoxide dismutase,857,412,483,347,-0.38004722800114,0.113814277872277
yiiM,STMMW_40211,D23580,4289923,4290675,+,conserved hypothetical protein,3208,1660,2528,1733,0.0225592987023537,0.949478492365177
STMMW_40221,STMMW_40221,D23580,4290687,4291082,+,hypothetical protein,1374,724,1067,862,0.107307306098624,0.734610131342365
cpxA,STMMW_40231,D23580,4291133,4292506,-,two-component sensor kinase protein,4160,2289,2716,1928,-0.266299738411177,0.00211643448467218
cpxR,STMMW_40241,D23580,4292503,4293201,-,two-component response regulatory protein,1772,916,1065,931,-0.188552822031603,0.405549636492469
cpxP,STMMW_40251,D23580,4293352,4293852,+,extracytoplasmic stress protein for protein-mediated toxicities,1258,698,1002,673,-0.0233703363139638,0.971189843271751
fieF,STMMW_40261,D23580,4294000,4294902,+,putative transmembrane efflux protein,3815,2132,3030,2028,-0.0350214061836386,0.896379857615802
pfkA,STMMW_40271,D23580,4295087,4296049,+,6-phosphofructokinase,2276,1230,295,238,-2.49721535318001,2.26E-79
sbp,STMMW_40281,D23580,4296253,4297242,+,periplasmic sulphate binding protein,2637,1457,1995,1440,-0.0448450204876281,0.881005463059355
cdh-a,STMMW_40291,D23580,4297343,4298098,+,CDP-diglyceride hydrolase,2644,1428,1964,1365,-0.0821023575547799,0.706068028820777
STMMW_40301,STMMW_40301,D23580,4298361,4299695,+,putative sugar transport protein,10712,5986,8047,6102,-0.0273027515356328,0.876644918534447
STMMW_40311,STMMW_40311,D23580,4299706,4300665,+,putative carbohydrate kinase,2791,1533,2143,1439,-0.0695307062905356,0.759364956186447
STMMW_40321,STMMW_40321,D23580,4300675,4301715,+,putative exported protein,3147,1578,2280,1764,0.00872153331983248,0.986877397488556
STMMW_40331,STMMW_40331,D23580,4301778,4302500,+,putative GntR-family regulatory protein,1277,698,465,333,-1.09794893770207,2.06E-13
STMMW_40341,STMMW_40341,D23580,4302598,4302762,+,conserved hypothetical protein,556,275,431,239,-0.109245697584432,0.874111170995977
cdh-b,STMMW_40351,D23580,4302763,4302909,+,,388,229,232,148,-0.514699321573722,0.13597832709496
STMMW_40361,STMMW_40361,D23580,4302999,4303265,-,conserved hypothetical protein,972,584,690,527,-0.1554094953693,0.628291155351215
ydeV,STMMW_40371,D23580,4303363,4304955,-,putative sugar kinase,4358,2466,3381,2653,0.0354453552698094,0.894261072254765
ydeW,STMMW_40381,D23580,4305043,4306002,-,putative regulatory protein,2897,1750,1887,1437,-0.285875779380394,0.0115321883639862
ego,STMMW_40391,D23580,4306258,4307793,+,putative ABC transporter ATP-binding protein,3959,2180,2709,2093,-0.138306305793143,0.27994391205325
ydeY,STMMW_40401,D23580,4307787,4308830,+,putative ABC transporter permease protein,4603,2512,3295,2400,-0.109662186003152,0.364687752561068
ydeZ,STMMW_40411,D23580,4308827,4309828,+,"putative ABC transporter, membrane component",7206,4642,5608,4157,-0.0973142092343749,0.48595296467514
yneA,STMMW_40421,D23580,4309857,4310879,+,"putative ABC transport protein, solute-binding component",7310,4101,5587,3828,-0.0772010847293664,0.488372640959188
yneB,STMMW_40431,D23580,4310908,4311783,+,putative aldolase,6119,3723,3554,2705,-0.457299498757632,0.00000000194
yneC,STMMW_40441,D23580,4311827,4312156,+,conserved hypothetical protein,743,414,575,367,-0.102004434242296,0.838113484968804
STMMW_40451,STMMW_40451,D23580,4312166,4312930,+,putative ribulose-phosphate 3-epimerase,1899,978,1429,988,-0.035005432813141,0.932891713207121
tpiA,STMMW_40461,D23580,4313022,4313789,-,triosephosphate isomerase,220,111,55,52,-1.38037148099876,0.00144269349362162
yiiQ,STMMW_40471,D23580,4313902,4314498,-,putative exported protein,1500,805,1015,638,-0.27995661666853,0.118879000781742
yiiR,STMMW_40481,D23580,4314599,4315027,+,putative membrane protein,1219,609,932,630,-0.00756208321475569,0.992449726691493
fpr,STMMW_40491,D23580,4315134,4315880,-,ferredoxin--NADP reductase,2118,1046,141,71,-3.6906754200476,2.44E-100
glpX,STMMW_40501,D23580,4315977,4316987,-,putative glycerol metabolic protein,2727,1492,2062,1620,0.0225818036763215,0.953791402027558
glpK,STMMW_40511,D23580,4317099,4318607,-,glycerol kinase,3827,2104,2788,1873,-0.145692818438718,0.231680219918805
glpF,STMMW_40521,D23580,4318628,4319473,-,glycerol uptake facilitator protein,1805,1005,1515,1216,0.177025075325883,0.327162824153641
yiiU,STMMW_40531,D23580,4319872,4320111,+,conserved hypothetical protein,827,464,680,527,0.115883162528435,0.768801496191054
menG,STMMW_40541,D23580,4320333,4320818,-,menaquinone biosynthesis protein,1438,715,1074,907,0.123845680116803,0.691458143778094
menA,STMMW_40551,D23580,4320911,4321840,-,menaquinone biosynthetic protein,3464,1955,2875,1891,0.00970811446442599,0.984128090234151
hslU,STMMW_40561,D23580,4321907,4323238,-,heat shock protein,3781,1987,2615,1986,-0.103451603591142,0.513076255375951
hslV,STMMW_40571,D23580,4323248,4323778,-,heat shock protein,1905,989,1427,968,-0.0600051839652882,0.862897475976879
ftsN,STMMW_40581,D23580,4323870,4324844,-,cell division protein,2659,1401,1953,1297,-0.11269225899792,0.553989838829843
cytR,STMMW_40591,D23580,4324938,4325963,-,transcriptional repressor,3375,1807,2137,1475,-0.311218151916003,0.00127189009998833
priA,STMMW_40601,D23580,4326118,4328316,-,primosomal protein replication factor,180,201,210,171,0.0886974041366734,0.949478492365177
rpmE,STMMW_40611,D23580,4328520,4328732,+,50S ribosomal protein L31,80,38,11,9,-2.31577446550486,0.0051256639567553
STMMW_40621,STMMW_40621,D23580,4328778,4329440,-,hypothetical protein,2436,1376,1690,1210,-0.19089168846025,0.17131651899784
STMMW_40631,STMMW_40631,D23580,4329641,4331431,-,putative arylsulfate sulfotransferase,11892,7033,8307,5976,-0.210803168619361,0.000375887239805888
metJ,STMMW_40641,D23580,4331888,4332205,-,repressor of the methionine regulon,1206,707,420,268,-1.28922176608149,2.93E-16
metB,STMMW_40651,D23580,4332470,4333630,+,cystathionine gamma-synthase,3251,1730,1679,1138,-0.613321947693089,4.71E-11
metL,STMMW_40661,D23580,4333633,4336065,+,bifunctional aspartokinase II/homoserine dehydrogenase IIcan I write,7417,3866,2060,1406,-1.48881497131929,1.08E-99
STMMW_40671,STMMW_40671,D23580,4336181,4337038,-,inner membrane protein,7826,4881,5628,4371,-0.152625445930866,0.134830400026216
STMMW_40681,STMMW_40681,D23580,4337041,4338039,-,inner membrane protein,4339,2988,2678,1941,-0.499907511207645,0.00000145
STMMW_40691,STMMW_40691,D23580,4338274,4339398,-,conserved hypothetical protein,2529,1461,1759,1449,-0.100535627417487,0.661762200183513
STMMW_40701,STMMW_40701,D23580,4339534,4341090,+,conserved hypothetical protein,5202,2862,3918,2850,-0.0428270756296039,0.824200100146896
metF,STMMW_40711,D23580,4341285,4342175,+,"5,10 methylenetetrahydrofolate reductase",2122,1136,799,634,-0.961828904006693,7.19E-16
katG,STMMW_40721,D23580,4342340,4344520,+,catalase (hydroperoxidase I),8447,4482,6155,4468,-0.0670324283404433,0.561202156340048
yijF,STMMW_40731,D23580,4344578,4345201,-,conserved hypothetical protein,2791,1574,1950,1460,-0.14779105667902,0.314714026285304
gldA,STMMW_40741,D23580,4345460,4346563,-,glycerol dehydrogenase,4759,2580,3634,2662,-0.00785601295404622,0.985728805285676
talC,STMMW_40751,D23580,4346575,4347237,-,putative transaldolase,2483,1250,1888,1226,-0.0474428412309383,0.892797717153349
ptsA,STMMW_40761,D23580,4347248,4349749,-,"phosphoenolpyruvate-protein phosphotransferase (ec 2.7.3.9) (phosphotransferase system, enzyme i) (enzyme i-ani)",10982,5781,8822,5748,0.00411402237268994,0.989355401092487
frwC,STMMW_40771,D23580,4350058,4351137,+,"PTS system, protein component IIC (phosphotransferase enzyme ii, c component)",4906,2497,3896,2675,0.0459648456815208,0.83151159235704
frwB,STMMW_40781,D23580,4351152,4351472,+,"PTS system protein IIB component 1 (phosphotransferase enzyme ii, b component) (ec 2.7.1.69)",1032,592,776,614,-0.0133635431932789,0.986877397488556
pflD,STMMW_40791,D23580,4351571,4353868,+,formate acetyltransferase 2 (ec 2.3.1.54) (pyruvate formate-lyase 2),10157,5529,8026,5609,0.0055564968246355,0.985728805285676
pflC,STMMW_40801,D23580,4353834,4354712,+,pyruvate formate-lyase 2 activating enzyme (ec 1.97.1.4) (pfl-activating enzyme),2999,1547,2352,1565,-0.00261695153690099,0.997057709107175
frwD,STMMW_40811,D23580,4354714,4355067,+,"PTS system, component IIB",2535,1421,2096,1423,0.0306996176790716,0.927118247512919
yijO,STMMW_40821,D23580,4355054,4355905,-,putative AraC-family transcriptional regulator,3413,1729,2518,1700,-0.068723443610733,0.755802329880438
yijP,STMMW_40831,D23580,4356066,4357799,-,putative membrane protein,10104,5630,7679,5564,-0.0413806338242265,0.749904229896649
ppc,STMMW_40841,D23580,4358010,4360661,-,phosphoenolpyruvate carboxylase,10076,5268,6355,4480,-0.285827877623706,0.00000135
argE,STMMW_40851,D23580,4361030,4362181,-,acetylornithine deacetylase,4903,2546,643,549,-2.40947179131255,1.09E-126
argC,STMMW_40861,D23580,4362270,4363274,+,N-acetyl-gamma-glutamyl-phosphate reductase,3647,1920,420,267,-2.8103605057895,1.3E-141
argB,STMMW_40871,D23580,4363282,4364058,+,acetylglutamate kinase,3064,1656,251,145,-3.37658186707251,1.78E-147
argH,STMMW_40881,D23580,4364176,4365552,+,argininosuccinate lyase,6045,3356,765,569,-2.60782320060086,2.9E-220
oxyR,STMMW_40891,D23580,4365837,4366754,+,hydrogen peroxide-inducible regulon activator,3472,1727,1363,953,-0.94206191563556,3.33E-22
udhA,STMMW_40901,D23580,4366737,4368137,-,possible pyridine nucleotide-disulphide oxidoreductase,1011,586,249,163,-1.7635860189893,4.59E-23
yijC,STMMW_40911,D23580,4368336,4368971,+,possible TetR-family trancriptional regulatory protein,1951,1042,1154,775,-0.426451548472564,0.000705644191008269
yijD,STMMW_40921,D23580,4368987,4369346,+,putative membrane protein,1747,973,1328,991,-0.0197775749758948,0.971636852883458
trmA,STMMW_40931,D23580,4369393,4370493,-,tRNA (uracil-5)-methyltransferase,4707,2706,3480,2416,-0.133109553973386,0.220464351118041
btuB,STMMW_40941,D23580,4370867,4372711,+,vitamin B12 receptor protein,5868,3041,3874,2902,-0.170825529487952,0.0641580184319863
murI,STMMW_40951,D23580,4372755,4373507,+,glutamate racemase,30,11,54,37,1.41283994693207,0.13597832709496
murB,STMMW_40961,D23580,4379425,4380453,+,UDP-N-acetylenolpyruvoylglucosamine reductase,405,341,456,384,0.317983975326294,0.439336261105742
birA,STMMW_40971,D23580,4380450,4381412,+,bifunctional protein: biotin operon repressor and biotin-[acetyl-CoA carboxylase] synthetase,125,108,106,100,-0.0231814059781259,0.991550050346495
coaA,STMMW_40981,D23580,4381447,4382397,-,pantothenate kinase,26,12,16,6,-0.607450806960854,0.838058158714956
STMMW_40982,STMMW_40982,D23580,4382606,4382779,-,putative cytoplasmic protein,102,65,84,36,-0.344148465060352,0.779704921231763
tufB,STMMW_40991,D23580,4383356,4384540,+,elongation factor Tu,993,497,223,159,-1.73844413133199,1.52E-20
secE,STMMW_41001,D23580,4384725,4385153,+,preprotein translocase SecE subunit,1,11,1,0,-3.80902204719956,NA
nusG,STMMW_41011,D23580,4385155,4385700,+,transcription antitermination protein,108,66,46,53,-0.577751536580268,0.533490603079807
rplK,STMMW_41021,D23580,4385858,4386286,+,50S ribosomal subunit protein L11,1,0,0,0,-1.16627486276434,NA
rplA,STMMW_41031,D23580,4386290,4386994,+,50S ribosomal subunit protein L1,67,41,18,9,-1.83999382034578,0.033916376044463
rplJ,STMMW_41041,D23580,4387414,4387911,+,50S ribosomal subunit protein L10,2,1,0,1,-1.20099258130517,NA
rplL,STMMW_41051,D23580,4387978,4388343,+,50S ribosomal subunit protein L7/L12,0,0,0,1,1.78927100816466,NA
rpoB,STMMW_41061,D23580,4388661,4392689,+,"DNA-directed RNA polymerase, beta-subunit",49,37,24,22,-0.728738929648247,0.603774836748606
rpoC,STMMW_41071,D23580,4392766,4396989,+,"DNA-directed RNA polymerase, beta'-subunit",465,413,433,261,-0.241119694725794,0.646955481944113
STMMW_41081,STMMW_41081,D23580,4397031,4397354,+,putative inner membrane protein,66,38,40,35,-0.25154946307669,0.895401296343853
STMMW_41091,STMMW_41091,D23580,4397360,4397704,-,conserved hypothetical protein,36,16,20,15,-0.321707338962622,0.913190593133334
