"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE_rec"
"SL1344_4515","creB","Transcriptional regulatory protein, C terminal","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.356475625029184,-0.840792215703261,-0.644490746182792,"FDR>=0.05"
"SL1344_4516","creC","HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.210812101724074,1.15146915979387,0.882633311942954,"FDR>=0.05"
"SL1344_4517","creD","Inner membrane protein CreD","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.649928756139004,0.831588799405267,0.637436070215836,"FDR>=0.05"
"SL1344_4518","sthE","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.982267534366546,0.0391354513364312,0.0299984178765501,"FDR>=0.05"
"SL1344_4520","sthB","PapC C-terminal domain","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.262764979012779,-1.16505231371242,-0.893045179275907,"FDR>=0.05"
"SL1344_4521","sthA","Pili assembly chaperone PapD, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.268442298687427,0.94527108548824,0.724576721635995,"FDR>=0.05"
"SL1344_4522","SL1344_4522","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.995891670376407,0.0159053881550225,0.0121919248167436,"FDR>=0.05"
"SL1344_4523","SL1344_4523","Winged helix-turn-helix DNA binding","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.519299878702825,0.650995929558396,0.499006585178859,"FDR>=0.05"
"SL1344_4527","lasT","Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.99918753221705,-0.0444111208148405,-0.0340423660664246,"FDR>=0.05"
"SL1344_P2_0005","yacC","DNA polymerase III, epsilon subunit and related 3'-5'","pCol1B9_SL1344","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.862611579622889,-0.834036861900477,-0.63931257857875,"FDR>=0.05"
"SL1344_P2_0007","yaeA","putative membrane protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.447436850642859,0.769986281377299,0.590216017426247,"FDR>=0.05"
"SL1344_P2_0009","yafA","putative membrane protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.211019899604168,-1.16807869923569,-0.895364988412696,"FDR>=0.05"
"SL1344_P2_0010","yafB","conserved hypothetical plasmid protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.010518109093578,-1.69344592247758,-1.29807365697944,"Attenuated"
"SL1344_P2_0011","yagA","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.362670634270536,-0.892569730213969,-0.684179659019104,"FDR>=0.05"
"SL1344_P2_0012","cib","Colicin pore forming domain","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.0341997646963306,-1.56767951159654,-1.2016701859677,"Attenuated"
"SL1344_P2_0013","imm","immunity protein for colicin Ib","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.140141713065478,-1.34945385827538,-1.03439411999277,"FDR>=0.05"
"SL1344_P2_0015","ybbA","conserved hypothetical plasmid protein (pseudogene)","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.988369206293153,0.206982495931384,0.158657871419536,"FDR>=0.05"
"SL1344_P2_0016","ybfA","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.173523882070078,-1.26277772215122,-0.967954437745979,"FDR>=0.05"
"SL1344_P2_0017","resA","Phage integrase family","pCol1B9_SL1344","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.613107052577856,-0.591203967376163,-0.453174374077417,"FDR>=0.05"
"SL1344_P2_0019","parA","CobQ/CobB/MinD/ParA nucleotide binding domain","pCol1B9_SL1344","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Phox-spleen",0.173074763059376,-1.41261099933165,-1.08280583480876,"FDR>=0.05"
"SL1344_P2_0020","SL1344_P2_0020","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.284289616537625,-1.07898504642076,-0.827072212016309,"FDR>=0.05"
"SL1344_P2_0021","stbA","StbA protein","pCol1B9_SL1344","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.021292027152197,-1.69122327900018,-1.29636993859755,"Attenuated"
"SL1344_P2_0022","stbB","Plasmid stability protein","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.232669743321534,-1.27369151451287,-0.976320164796581,"FDR>=0.05"
"SL1344_P2_0023","impC","conserved hypothetical protein (fragment)","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.567719779920714,-1.02790750086641,-0.787919844959754,"FDR>=0.05"
"SL1344_P2_0025","yccB","Protein of unknown function (DUF1281)","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.0298949282553034,-1.56309543779487,-1.19815636520459,"Attenuated"
"SL1344_P2_0027","ycdB","Belongs to the N(4) N(6)-methyltransferase family","pCol1B9_SL1344","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.921424719250145,-0.14340548224222,-0.109924312488652,"FDR>=0.05"
"SL1344_P2_0029","yceB","Protein of unknown function (DUF1380)","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.783385203749162,0.733525813181903,0.562268048933496,"FDR>=0.05"
"SL1344_P2_0030","ycfA","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.22913942939381,-1.2667195666351,-0.970975971776985,"FDR>=0.05"
"SL1344_P2_0031","ycgA","conserved hypothetical plasmid protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.988369206293153,-0.283327201321104,-0.21717822308879,"FDR>=0.05"
"SL1344_P2_0032","ycgB","Antirestriction protein","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.0909854368085916,-1.33072060429934,-1.02003455694264,"FDR>=0.05"
"SL1344_P2_0033","ycgC","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.593300931140312,-0.943885450893234,-0.7235145939695,"FDR>=0.05"
"SL1344_P2_0036","ycjA","ParB-like nuclease domain","pCol1B9_SL1344","K","Transcription","Information storage and processing","Phox-spleen",0.584502909255358,0.592512397913486,0.454177322674679,"FDR>=0.05"
"SL1344_P2_0037","psiB","Plasmid SOS inhibition protein (PsiB)","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.479668121774464,-0.917533928496805,-0.703315415129433,"FDR>=0.05"
"SL1344_P2_0038","psiA","PsiA protein","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.742695592795619,-0.853254790223154,-0.654043658069549,"FDR>=0.05"
"SL1344_P2_0040","yddA","conserved hypothetical plasmid protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.922415344054988,-0.580755494706904,-0.44516532758375,"FDR>=0.05"
"SL1344_P2_0041","ard","Antirestriction protein (ArdA)","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.713954908043653,-0.925800580514377,-0.709652035078729,"FDR>=0.05"
"SL1344_P2_0043","ydfB","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.748354043068274,-0.817987521305002,-0.627010310190754,"FDR>=0.05"
"SL1344_P2_0044","ydgA","Transposase","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.776523617809539,0.694512856474399,0.532363526615594,"FDR>=0.05"
"SL1344_P2_0045","ydhA","conserved hypothetical plasmid protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.0320261060536236,-1.58143251243893,-1.21221224571756,"Attenuated"
"SL1344_P2_0047","ydiA","Domain of unknown function (DUF4942)","pCol1B9_SL1344","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.846491649218975,-0.275548345199809,-0.211215512335255,"FDR>=0.05"
"SL1344_P2_0047A","SL1344_P2_0047A","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.773641015117122,-0.733313784030851,-0.562105522659797,"FDR>=0.05"
"SL1344_P2_0049","nikB","Relaxase/Mobilisation nuclease domain","pCol1B9_SL1344","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.246923994538488,1.05547746493863,0.80905299341817,"FDR>=0.05"
"SL1344_P2_0050","trbC","Type IV secretory pathway VirD4","pCol1B9_SL1344","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.156940281457813,-1.27138586819203,-0.974552822414005,"FDR>=0.05"
"SL1344_P2_0051","trbB","Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process","pCol1B9_SL1344","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.884519629683759,-0.5870988341121,-0.450027674630013,"FDR>=0.05"
"SL1344_P2_0052","trbA","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.265893938801047,0.983585586075895,0.753945857805631,"FDR>=0.05"
"SL1344_P2_0053","pndC","counter protein for PndA","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.910467059890803,-0.15753493884752,-0.120754936108413,"FDR>=0.05"
"SL1344_P2_0054A","SL1344_P2_0054A","hypothetical plasmid protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.213655759313226,0.974473142951482,0.7469609153203,"FDR>=0.05"
"SL1344_P2_0055","exc","surface exclusion protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.00334294973157228,-1.79673771527574,-1.37724970472551,"Attenuated"
"SL1344_P2_0056","traY","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.00190171150284337,-1.89224066299183,-1.45045538490027,"Attenuated"
"SL1344_P2_0057","traX","putative membrane protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.125476446374694,1.23472842898786,0.946453870134714,"FDR>=0.05"
"SL1344_P2_0058","traW","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.915335708716661,-0.653444668949603,-0.500883612401484,"FDR>=0.05"
"SL1344_P2_0059","traV","conjugal transfer protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.000263531266975659,-2.09948014942889,-1.60931024672918,"Attenuated"
"SL1344_P2_0060","traU","type IV secretory pathway VirB4","pCol1B9_SL1344","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.269432658191294,-1.24699203421049,-0.955854266490921,"FDR>=0.05"
"SL1344_P2_0062","traS","conjugal transfer protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.567719779920714,-0.938309206610281,-0.719240246786336,"FDR>=0.05"
"SL1344_P2_0063","traR","conjugal transfer protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.866705210386328,-0.786214239366969,-0.602655201041948,"FDR>=0.05"
"SL1344_P2_0064","traQ","conjugal transfer protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.406536240317327,-1.01298226284673,-0.776479232631756,"FDR>=0.05"
"SL1344_P2_0065","traP","conjugal transfer protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.736401369668107,-0.711704430623873,-0.545541348965417,"FDR>=0.05"
"SL1344_P2_0066","traO","conjugal transfer protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.406536240317327,-1.03276529473436,-0.791643479808274,"FDR>=0.05"
"SL1344_P2_0067","traN","Putative outer membrane core complex of type IVb secretion","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.267145361246539,-1.07407275563486,-0.823306803756168,"FDR>=0.05"
"SL1344_P2_0068","traM","Type-IV b secretion system, inner-membrane complex component","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.355026521670842,-1.13545503560991,-0.870358037919215,"FDR>=0.05"
"SL1344_P2_0069","traL","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.915853389721414,-0.608320170791979,-0.46629442265214,"FDR>=0.05"
"SL1344_P2_0071","sogL","Tfp pilus assembly protein FimV","pCol1B9_SL1344","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.66092821337597,0.813814757193803,0.623811769807716,"FDR>=0.05"
"SL1344_P2_0072","nuc","PLD-like domain","pCol1B9_SL1344","I","Lipid transport and metabolism","Metabolism","Phox-spleen",0.394540672841158,-1.02531686384518,-0.785934049235534,"FDR>=0.05"
"SL1344_P2_0073","traK","-","pCol1B9_SL1344","-","no category","no theme","Phox-spleen",0.103785668814181,-1.44152704939094,-1.1049707958197,"FDR>=0.05"
"SL1344_P2_0074","traJ","twitching motility protein","pCol1B9_SL1344","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.260406278224751,-1.22261724703935,-0.937170310480653,"FDR>=0.05"
"SL1344_P2_0075","traI","Type IV secretory system, conjugal DNA-protein transfer","pCol1B9_SL1344","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.47122173361377,-0.977159190562697,-0.749019845929912,"FDR>=0.05"
"SL1344_P2_0076","traH","DotD protein","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.143176349221603,-1.24464570229473,-0.954055737462062,"FDR>=0.05"
"SL1344_P2_0077","traG","Catalyzes the dephosphorylation of heptose(II) of the outer membrane lipopolysaccharide core","pCol1B9_SL1344","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.750860204712599,-0.402662737088258,-0.308652248485619,"FDR>=0.05"
"SL1344_P2_0078","traF","F plasmid transfer operon, TraF, protein","pCol1B9_SL1344","S","Function Unknown","Poorly characterised","Phox-spleen",0.084603946127498,1.26285082832372,0.968010475671623,"FDR>=0.05"
"SL1344_P2_0079","traE","conjugal transfer protein","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.356777115684456,0.804478934163438,0.616655600377629,"FDR>=0.05"
"SL1344_P2_0080","rci","Belongs to the 'phage' integrase family","pCol1B9_SL1344","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.0489071904992852,1.40136906360824,1.0741885766948,"Amplified"
"SL1344_P2_0081","shfB","shufflon protein B prime","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.999375120441982,-0.000521042866949037,-0.000399393928537181,"FDR>=0.05"
"SL1344_P2_0082","shfB2","shufflon protein B","pCol1B9_SL1344",NA,"no category","no theme","Phox-spleen",0.48433213443882,-0.682450445817943,-0.523117351520788,"FDR>=0.05"
"SL1344_P2_0083","shfC","Bacterial shufflon protein, N-terminal constant region","pCol1B9_SL1344","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.988369206293153,-0.17461471291386,-0.133847060568012,"FDR>=0.05"
