"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore"
"SL1344_3993","SL1344_3993","Iron-containing alcohol dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.971053502546263,0.0448328544667489,0.0381892432802834
"SL1344_3994","rhaD","Catalyzes the reversible cleavage of L-rhamnulose-1- phosphate to dihydroxyacetone phosphate (DHAP) and L-lactaldehyde","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.119285093506753,0.101608686527407
"SL1344_3996","rhaB","Involved in the catabolism of L-rhamnose (6-deoxy-L- mannose). Catalyzes the transfer of the gamma-phosphate group from ATP to the 1-hydroxyl group of L-rhamnulose to yield L-rhamnulose 1-phosphate","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-liver",0.249836003070801,-1.01561778993957,-0.865117229788527
"SL1344_3998","rhaR","Activates expression of the rhaSR operon in response to L-rhamnose","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.43856732903036,0.83249948761997,0.709134536303278
"SL1344_3999","rhaT","Uptake of L-rhamnose across the boundary membrane with the concomitant transport of protons into the cell (symport system)","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.668813482872548,0.486022687788691,0.414000823379772
"SL1344_4000","SL1344_4000","Oligogalacturonate-specific porin protein (KdgM)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-liver",0.571615138931048,0.582922829456543,0.496541699441815
"SL1344_4001","SL1344_4001","Tripartite ATP-independent periplasmic transporter, DctM component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.402544931342063,-0.745695457532617,-0.635193667220905
"SL1344_4002","SL1344_4002","Tripartite ATP-independent periplasmic transporters, DctQ component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.59918578711824,0.510394710899297
"SL1344_4003","SL1344_4003","Bacterial extracellular solute-binding protein, family 7","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.0271083468482958,-0.0230912634278882
"SL1344_4004","sodA","radicals which are normally produced within the cells and which are toxic to biological systems","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.98437353427509,0.676590269803707,0.576328915968755
"SL1344_4005","yiiM","3-alpha domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.0356844546278439,-0.0303965102226021
"SL1344_4007","cpxA","Two-component sensor protein CpxA, periplasmic domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-liver",0.632214016737817,0.501465964723484,0.427155619497985
"SL1344_4009","cpxP","LTXXQ motif family protein","Chromosome","NPTU","Cell motility;Inorganic ion transport and metabolism;Signal transduction mechanisms; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling;Metabolism","Phox-liver",0.914986557880096,0.121337173805281,0.103356676805592
"SL1344_4010","fieF","Cation-efflux transporter that may have a role in detoxification","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.544611682316343,0.591385032105001,0.50374992027613
"SL1344_4011","pfkA","Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-liver",0.235902159455676,-1.11852037535506,-0.952771070155013
"SL1344_4012","sbp","Bacterial extracellular solute-binding protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.915059421099442,0.119787564472222,0.10203669822039
"SL1344_4014","SL1344_4014","MFS/sugar transport protein","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.620209055581702,-0.471932195532923,-0.401998347893997
"SL1344_4016","SL1344_4016","ADP-ribosylglycohydrolase","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-liver",0.999204941602324,0.37276140797948,0.317523304374638
"SL1344_4017","SL1344_4017","UTRA","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.165978156171547,-1.15782703776413,-0.986253026883627
"SL1344_4020","SL1344_4020","AraC-like ligand binding domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,0.445953246965238,0.37986912148587
"SL1344_4021","ydeV","Catalyzes the phosphorylation of autoinducer-2 (AI-2) to phospho-AI-2, which subsequently inactivates the transcriptional regulator LsrR and leads to the transcription of the lsr operon. Phosphorylates the ring-open form of (S)-4,5-dihydroxypentane-2,3- dione (DPD), which is the precursor to all AI-2 signaling molecules, at the C5 position","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.711605025079753,-0.412427944207006,-0.351311806581265
"SL1344_4022","ydeW","Putative sugar-binding domain","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.249836003070801,-1.01710614276699,-0.866385029238045
"SL1344_4023","ego","Autoinducer 2 import ATP-binding protein LsrA","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.458918429228283,0.390913042411848
"SL1344_4024","ydeY","Autoinducer 2 import system permease","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.999204941602324,0.223518898168232,0.190396477793275
"SL1344_4025","ydeZ","Branched-chain amino acid transport system / permease component","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.573403360046463,0.541281639804588,0.461071160235387
"SL1344_4026","yneA","Periplasmic binding protein domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.415159889494443,0.766747543097158,0.653126123825422
"SL1344_4027","yneB","Involved in the degradation of phospho-AI-2, thereby terminating induction of the lsr operon and closing the AI-2 signaling cycle. Catalyzes the transfer of an acetyl moiety from 3-hydroxy-5-phosphonooxypentane-2,4-dione to CoA to form glycerone phosphate and acetyl-CoA","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.602576012447235,0.550764593401183,0.469148870794383
"SL1344_4028","yneC","Involved in the degradation of phospho-AI-2, thereby terminating induction of the lsr operon and closing the AI-2 signaling cycle. Catalyzes the conversion of (4S)-4-hydroxy-5- phosphonooxypentane-2,3-dione (P-DPD) to 3-hydroxy-5- phosphonooxypentane-2,4-dione (P-HPD)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.852196759096365,0.201958612508352,0.172031129343999
"SL1344_4029","SL1344_4029","Ribulose-phosphate 3 epimerase family","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.25791362030574,0.963690216298315,0.820884606942451
"SL1344_4030","tpiA","Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",6.75e-21,-6.60168097248839,-5.62340283071116
"SL1344_4031","yiiQ","Protein of unknown function (DUF1454)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.798684195545057,-0.283169518062172,-0.241207697869368
"SL1344_4033","fpr","Oxidoreductase FAD-binding domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.999204941602324,-0.231385850498023,-0.197097656202953
"SL1344_4034","glpX","Bacterial fructose-1,6-bisphosphatase, glpX-encoded","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.429833070644197,0.366137733142041
"SL1344_4036","glpF","Major intrinsic protein","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.999204941602324,0.0383027666156116,0.0326268244569702
"SL1344_4037","yiiU","Non-essential, abundant cell division factor that is required for proper Z-ring formation. It is recruited early to the divisome by direct interaction with FtsZ, stimulating Z-ring assembly and thereby promoting cell division earlier in the cell cycle. Its recruitment to the Z-ring requires functional FtsA or ZipA","Chromosome","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Phox-liver",0.999204941602324,-0.161030379380742,-0.137167896330323
"SL1344_4038","menG","Globally modulates RNA abundance by binding to RNase E (Rne) and regulating its endonucleolytic activity. Can modulate Rne action in a substrate-dependent manner by altering the composition of the degradosome. Modulates RNA-binding and helicase activities of the degradosome","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.163212625232213,0.139026763420328
"SL1344_4039","menA","Belongs to the MenA family. Type 1 subfamily","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.620209055581702,-0.621319109769253,-0.529248180154694
"SL1344_4040","hslU","this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-liver",0.746184275059791,-0.342152711768488,-0.291450395120983
"SL1344_4041","hslV","Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-liver",0.999204941602324,0.170703359102987,0.145407473761915
"SL1344_4042","ftsN","Essential cell division protein that activates septal peptidoglycan synthesis and constriction of the cell. Acts on both sides of the membrane, via interaction with FtsA in the cytoplasm and interaction with the FtsQBL complex in the periplasm. These interactions may induce a conformational switch in both FtsA and FtsQBL, leading to septal peptidoglycan synthesis by FtsI and associated synthases","Chromosome","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Phox-liver",0.701942998279087,0.38611731211361,0.328900047574978
"SL1344_4043","cytR","Bacterial regulatory proteins, lacI family","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.979650771482999,-0.644188205801824,-0.54872839131626
"SL1344_4046","SL1344_4046","Protein of unknown function (DUF2459)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.251677891415729,-0.214382696303054
"SL1344_4047","SL1344_4047","Catalyzes the transfer of sulfuryl groups between phenolic compounds","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-liver",0.372510996404584,0.808260568903527,0.688487491301943
"SL1344_4049","metB","Cys/Met metabolism PLP-dependent enzyme","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.445684472373585,-0.733756481815807,-0.625023883173253
"SL1344_4050","metL","Homoserine dehydrogenase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.0011650425999613,-2.09116163339057,-1.7812802978043
"SL1344_4051","SL1344_4051","mechanosensitive ion channel","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-liver",0.395416029622426,0.795072911595314,0.677254063066543
"SL1344_4052","SL1344_4052","-","Chromosome","-","no category","no theme","Phox-liver",0.382772923565222,-0.830447259701934,-0.707386420280762
"SL1344_4053","SL1344_4053","Transposase","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-liver",0.868178006522387,0.186128040506888,0.158546429950648
"SL1344_4054","SL1344_4054","5'-nucleotidase, C-terminal domain","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-liver",0.692487808718819,0.404766100983083,0.344785342934593
"SL1344_4055","metF","Methylenetetrahydrofolate reductase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.846437258944755,-0.217689310589387,-0.185430754755557
"SL1344_4056","katG","Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.43856732903036,0.731216337102935,0.622860152900871
"SL1344_4057","yijF","protein conserved in bacteria","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,0.402392751942052,0.342763691514111
"SL1344_4058","gldA","Iron-containing alcohol dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.711605025079753,0.364934959451416,0.310856627661458
