"locus_tag","gene_name","gene_function","DNA_molecule","SPI","COG","description","theme","model","DE","logFC","logCPM","F","PValue","FDR","zscore","DE_rec"
"SL1344_1938","SL1344_1938","bacteriophage tape-measure protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0199959366924768,6.84749008868416,0.0930485946062067,0.761434958000296,0.940893730144005,0.0730906109071278,"FDR>=0.05"
"SL1344_4019","cdh-b","CDP-diacylglycerol pyrophosphatase (pseudogene)","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.098353998224442,2.05431807232136,0.0930446846853973,0.761439814310274,0.940893730144005,0.359510730902029,"FDR>=0.05"
"ncRNA0059","RprA","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0280942394129583,5.56244917420607,0.0930345922586771,0.761452350106593,0.940893730144005,-0.102692119566312,"FDR>=0.05"
"SL1344_0736","ybgS","hypothetical exported protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0193274925948023,6.82255553859393,0.0926575434301,0.761921216493682,0.940893730144005,0.0706472651310495,"FDR>=0.05"
"SL1344_2228","napG","ferredoxin-type protein NapG","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.055053430057038,3.69697658278999,0.0923687755767712,0.76228101029519,0.940893730144005,0.201235325820754,"FDR>=0.05"
"SL1344_3966","yihR","conserved hypothetical protein","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0196876428656208,6.79495309463727,0.0918750788409679,0.762897565405969,0.940893730144005,-0.0719637127532504,"FDR>=0.05"
"ncRNA0176","STnc490g","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0911935449381745,1.98305739448388,0.0918248647719992,0.762960376828115,0.940893730144005,0.333337318117513,"FDR>=0.05"
"SL1344_1014","yccF","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.016603604334991,7.36765565933667,0.0917914199552668,0.763002222463789,0.940893730144005,-0.0606907094560525,"FDR>=0.05"
"ncRNA0132","STnc20","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0210716744383636,6.55144069703841,0.0917480993482846,0.76305643692575,0.940893730144005,-0.0770227262279522,"FDR>=0.05"
"SL1344_1843","yecM","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0244113672075185,6.1789292281935,0.0917207452234931,0.76311223979084,0.940893730144005,0.0892302156041058,"FDR>=0.05"
"SL1344_0881","ybjZ","conserved hypothetical ABC transporter","Chromosome","-","V","Defense mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0170244559163551,7.45705800153825,0.0914723624279062,0.76341640866101,0.940893730144005,-0.0622290369500931,"FDR>=0.05"
"SL1344_0810","SL1344_0810","transcriptional regulator (iron dependant repressor family)","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.026334415073661,5.77587410042527,0.0914147810214882,0.763474043761712,0.940893730144005,0.0962594808744287,"FDR>=0.05"
"SL1344_2025","pduN","propanediol utilization protein","Chromosome","-","CQ","Energy production and conversion;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0546885218292919,3.62528631022056,0.091352739380993,0.763551866107465,0.940893730144005,-0.19990148656625,"FDR>=0.05"
"SL1344_3014","SL1344_3014","possible lipoprotein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0203386883230458,6.68032330598037,0.0908139701759873,0.764228892453492,0.940893730144005,-0.074343461746425,"FDR>=0.05"
"SL1344_3709","spoU","tRNA (guanosine-2'-O)-methyltransferase","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0241925169131526,5.94645163444156,0.0907309188120411,0.76433345114753,0.940893730144005,0.0884302579947967,"FDR>=0.05"
"SL1344_3641","sgbU","hypothetical sugar-phosphate isomerase","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0306949949227375,5.14696976481118,0.09071687745543,0.764351133877324,0.940893730144005,0.112198591403731,"FDR>=0.05"
"SL1344_2558","SL1344_2558","predicted bacteriophage protein","Chromosome","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0141881989833266,8.0304103986665,0.0906993599203062,0.764373196365508,0.940893730144005,-0.0518617430787025,"FDR>=0.05"
"SL1344_4052","SL1344_4052","inner membrane protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0145750381929893,8.01748454956572,0.0906689944743275,0.764411445689181,0.940893730144005,-0.0532757460630045,"FDR>=0.05"
"SL1344_0516","allB","allantoinase","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0195050563155214,6.7118144098634,0.0905312225490045,0.764585075702243,0.940893730144005,0.0712963090354135,"FDR>=0.05"
"SL1344_2407","cysP","thiosulphate-binding protein precursor","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0216149476743489,6.29650310763338,0.0899534613388824,0.765314787051958,0.940893730144005,0.0790085383115941,"FDR>=0.05"
"SL1344_3538","yhhL","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0323366253082201,4.95530848433308,0.0898297569865315,0.765471357609333,0.940893730144005,0.118199198907343,"FDR>=0.05"
"SL1344_0435","cyoC","cytochrome o ubiquinol oxidase subunit III","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0773083588217458,2.53737658952021,0.0898283373673113,0.765473155080536,0.940893730144005,-0.28258316984144,"FDR>=0.05"
"SL1344_2355","yfcN","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0295877268524257,5.48076281578858,0.0898104641783636,0.765498515093906,0.940893730144005,0.108151224133985,"FDR>=0.05"
"ncRNA0332","STnc3620","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0507668698264123,3.7012266307312,0.0897890057042472,0.765522961593604,0.940893730144005,0.185566777216852,"FDR>=0.05"
"SL1344_0763","ybhC","possible pectinesterase precursor","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0189262673756113,6.83993801746161,0.0895764818247344,0.765792291208425,0.940982550314006,-0.0691806773520909,"FDR>=0.05"
"SL1344_2257","SL1344_2257","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0434944855777536,4.14697124563565,0.0888902782542723,0.76666429828316,0.941378342207396,-0.158984226188581,"FDR>=0.05"
"SL1344_1538","tehB","tellurite resistance protein TehB","Chromosome","-","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0264572358025427,5.68476678536371,0.0887600490731994,0.766830203570529,0.941378342207396,0.0967084241894673,"FDR>=0.05"
"SL1344_P1_0019","traU","conjugative transfer assembly protein","pSLT","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0134489900540962,8.38005112192797,0.0885138809343495,0.767144171957116,0.941378342207396,-0.0491597325124367,"FDR>=0.05"
"ncRNA0472","StyR-295","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0351767903314772,4.68982215256637,0.0884350899259905,0.767244764292827,0.941378342207396,0.128580777916093,"FDR>=0.05"
"SL1344_1923","ompS","outer membrane protein S1","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0176328784484127,7.23917839189631,0.0884031690945729,0.767285674468516,0.941378342207396,0.0644529875077323,"FDR>=0.05"
"SL1344_4280","frdA","fumarate reductase, flavoprotein subunit","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0161566502656193,7.50191373129113,0.0881207859627905,0.767646522306842,0.941378342207396,0.0590569702379194,"FDR>=0.05"
"SL1344_0850","mdaA","oxygen-insensitive NADPH nitroreductase (pseudogene)","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.023312038468191,5.96729444196813,0.0880883877467806,0.76768797957442,0.941378342207396,-0.0852118687578967,"FDR>=0.05"
"SL1344_2282","elaC","Ribonuclease Z","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0213596471721555,6.33404208055002,0.0880855792761103,0.767691573728921,0.941378342207396,0.0780753452355612,"FDR>=0.05"
"SL1344_0288","sciX","conserved hypothetical protein (SPI-6 associated)","Chromosome","SPI-6","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0301617373408825,5.19163698244256,0.0874694909138907,0.76848152990729,0.941424781007492,-0.110249389271914,"FDR>=0.05"
"SL1344_1827","znuB","high-affinity zinc uptake system membrane protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0308312229192705,5.09692658099807,0.0874402177573491,0.768519139596791,0.941424781007492,-0.112696541944502,"FDR>=0.05"
"ncRNA0127","sRNA29","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0615180621918481,3.62929537602007,0.0872458039300977,0.768897672370691,0.941424781007492,0.224865322219017,"FDR>=0.05"
"SL1344_2198","bcr","bicyclomycin resistance protein","Chromosome","-","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.02301788997221,6.09938290657636,0.0871054212491898,0.768949769250855,0.941424781007492,-0.0841366756524518,"FDR>=0.05"
"SL1344_2372","SL1344_2372","hypothetical membrane protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0204426995344284,6.3613256371791,0.0870534504635856,0.76901669703468,0.941424781007492,-0.0747236511368027,"FDR>=0.05"
"SL1344_1422","SL1344_1422","hypothetical ABC transporter membrane protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0405153737924066,4.40744173948659,0.0869963892898092,0.769090205249745,0.941424781007492,-0.148094758808262,"FDR>=0.05"
"SL1344_4462","yjiX","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0384885673031239,4.58926097773572,0.0869095744249481,0.769202093561817,0.941424781007492,0.140686227426587,"FDR>=0.05"
"SL1344_1958","SL1344_1958","predicted bacteriophage protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0194177406258888,6.65723158567602,0.0868284517858537,0.769306700626437,0.941424781007492,0.0709771463377528,"FDR>=0.05"
"SL1344_3238","yraN","conserved hypothetical protein","Chromosome","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0362299713230478,4.57470647335949,0.0864268038985785,0.769825407742983,0.941818171143414,-0.132430442138056,"FDR>=0.05"
"SL1344_2405","cysW","sulphate transport system permease protein CysW","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0373361786815388,4.66115512874754,0.085962207047249,0.77042704822354,0.942078964325266,-0.136473932216342,"FDR>=0.05"
"SL1344_0752","galT","galactose-1-phosphate uridylyltransferase","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.030590727524109,5.29538407327732,0.0858222476587163,0.770608638244962,0.942078964325266,-0.111817465578986,"FDR>=0.05"
"SL1344_1696","ychP","hypothetical invasin","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0194419897001767,6.56015407153446,0.0858054389306958,0.770630457519265,0.942078964325266,-0.0710657833284021,"FDR>=0.05"
"SL1344_P1_0058","SL1344_P1_0058","predicted protein","pSLT","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0302706686452024,5.26674750972644,0.0854677796732946,0.771069263336307,0.942374131669021,-0.110647562946001,"FDR>=0.05"
"SL1344_0696","SL1344_0696","hypothetical protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0507281330733757,3.76328709137033,0.0851779366287265,0.771446681488197,0.942593521017925,-0.185425183802772,"FDR>=0.05"
"SL1344_0794","SL1344_0794","HlyD-family secretion protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0236689339418227,6.05082989713915,0.0850269415783195,0.771643575635407,0.942593521017925,-0.086516419207266,"FDR>=0.05"
"SL1344_0011","yaaI","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0174614417728311,6.9786851319718,0.0847625767788814,0.771988759265932,0.942773996290237,0.0638263396270726,"FDR>=0.05"
"SL1344_1090","msyB","acidic protein MsyB; multicopy suppressor of SecY","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0255645859188724,5.63711354606971,0.0843831554486976,0.772485196535892,0.943139047164122,0.0934455450192114,"FDR>=0.05"
"SL1344_2859","sicP","chaperone (associated with virulence)","Chromosome","SPI-1","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0185116873576737,6.65995454208025,0.0837406784365486,0.773328588327854,0.943250504602876,-0.067665274135579,"FDR>=0.05"
"SL1344_3322","SL1344_3322","conserved hypothetical protein","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0163455080972924,7.2258065642933,0.0837221715464138,0.773352934612305,0.943250504602876,0.0597472972030361,"FDR>=0.05"
"SL1344_1471","SL1344_1471","hypothetical alcohol dehydrogenase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0174821548542198,7.30023491601832,0.0835492791861995,0.77371740604184,0.943250504602876,0.063902051597747,"FDR>=0.05"
"SL1344_2121","yegV","hypothetical sugar kinase","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0192406855489152,6.64530835969451,0.0833387674315469,0.7738579707163,0.943250504602876,0.0703299616652249,"FDR>=0.05"
"SL1344_4143","SL1344_4143","predicted bacteriophage protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0180979172515287,6.93242202222381,0.0833110244869838,0.773894563742671,0.943250504602876,-0.0661528313679129,"FDR>=0.05"
"SL1344_P2_0062","traS","conjugal transfer protein","pCol1B9","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0295365491933685,5.2846927574728,0.083287916007722,0.773925048940611,0.943250504602876,-0.107964155809914,"FDR>=0.05"
"SL1344_2221","SL1344_2221","exported protein","Chromosome","SPI-12","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0603393794097614,3.64039068207486,0.0832775027454218,0.773959262206087,0.943250504602876,-0.220556914669355,"FDR>=0.05"
"SL1344_0286","SL1344_0286","Rhs-family protein (SPI-6 associated)","Chromosome","SPI-6","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0115775930859076,9.05104085561715,0.0826426884839044,0.774778105824021,0.943592792841738,0.0423192653836268,"FDR>=0.05"
