locus_tag,gene_name,start,end,strand,read_count,ins_index,gene_length,ins_count,function,call
STMMW_39951,STMMW_39951,4262849,4263160,-1,265,0.330128205128205,312,103,conserved hypothetical protein,not required
STMMW_39961,STMMW_39961,4263246,4264175,-1,1946,0.438709677419355,930,408,putative lipase,not required
STMMW_39962,STMMW_39962,4264393,4264704,1,270,0.28525641025641,312,89,conserved hypothetical protein,not required
STMMW_39971,STMMW_39971,4264741,4264995,1,215,0.243137254901961,255,62,putative DNA-binding protein,not required
STMMW_39981,fdhE,4265042,4265971,-1,2374,0.510752688172043,930,475,FdhE protein,not required
STMMW_39991,fdoI,4265968,4266603,-1,1102,0.452830188679245,636,288,formate dehydrogenase-O gamma subunit,not required
STMMW_40001,fdoH,4266600,4267502,-1,1855,0.478405315614618,903,432,formate dehydrogenase-O beta subunit,not required
STMMW_40011,fdoG,4267515,4270565,-1,4465,0.414290396591282,3051,1264,"formate dehydrogenase-O, major subunit",not required
STMMW_40021,fdhD,4270760,4271596,1,765,0.279569892473118,837,234,FdhD protein,not required
STMMW_40031,STMMW_40031,4271864,4272895,-1,4861,0.656976744186046,1032,678,putative lipoprotein,not required
STMMW_40041,yiiG,4273120,4274178,1,2279,0.449480642115203,1059,476,putative lipoprotein,not required
STMMW_40051,STMMW_40051,4274533,4274856,-1,872,0.561728395061728,324,182,putative exported protein,not required
STMMW_40061,STMMW_40061,4274856,4275515,-1,630,0.303030303030303,660,200,putative exported protein,not required
STMMW_40071,STMMW_40071,4275598,4276164,1,273,0.185185185185185,567,105,putative DNA-binding protein,not required
STMMW_40081,yiiL,4276253,4276567,-1,394,0.358730158730159,315,113,conserved hypothetical protein,not required
STMMW_40091,STMMW_40091,4276564,4277712,-1,1659,0.36727589208007,1149,422,alcohol dehydrogenase,not required
STMMW_40101,rhaD,4277839,4278666,-1,1542,0.438405797101449,828,363,rhamnulose-1-phosphate aldolase (ec 4.1.2.19),not required
STMMW_40111,rhaA,4278809,4280068,-1,1868,0.374603174603175,1260,472,L-rhamnose isomerase,not required
STMMW_40121,rhaB,4280065,4281534,-1,1831,0.363265306122449,1470,534,rhamnulokinase,not required
STMMW_40131,rhaS,4281822,4282658,1,953,0.309438470728793,837,259,L-rhamnose operon regulatory protein,not required
STMMW_40141,rhaR,4282811,4283659,1,921,0.333333333333333,849,283,L-rhamnose operon transcriptional activator,not required
STMMW_40151,rhaT,4283656,4284690,-1,1445,0.355555555555556,1035,368,L rhamnose-proton symporter,not required
STMMW_40152,STMMW_40152,4284860,4284973,1,112,0.236842105263158,114,27,hypothetical protein,not required
STMMW_40153,STMMW_40153,4285168,4285284,1,0,0,117,0,hypothetical protein,required
STMMW_40161,STMMW_40161,4285309,4285992,1,496,0.321637426900585,684,220,putative exported protein,not required
STMMW_40171,STMMW_40171,4286150,4287457,-1,2657,0.467889908256881,1308,612,putative membrane transport protein,not required
STMMW_40181,STMMW_40181,4287450,4287965,-1,680,0.364341085271318,516,188,"trap dicarboxylate transporter, dctq subunit",not required
STMMW_40191,STMMW_40191,4287984,4288967,-1,1187,0.360772357723577,984,355,"trap dicarboxylate transporter, dctp subunit",not required
STMMW_40201,sodA,4289296,4289916,1,300,0.202898550724638,621,126,manganese superoxide dismutase,not required
STMMW_40211,yiiM,4289923,4290675,1,1612,0.49402390438247,753,372,conserved hypothetical protein,not required
STMMW_40221,STMMW_40221,4290687,4291082,1,650,0.409090909090909,396,162,hypothetical protein,not required
STMMW_40231,cpxA,4291133,4292506,-1,107,0.0225618631732169,1374,31,two-component sensor kinase protein,required
STMMW_40241,cpxR,4292503,4293201,-1,1183,0.424892703862661,699,297,two-component response regulatory protein,not required
STMMW_40251,cpxP,4293352,4293852,1,639,0.357285429141717,501,179,extracytoplasmic stress protein for protein- mediated toxicities,not required
STMMW_40261,fieF,4294000,4294902,1,1152,0.32890365448505,903,297,putative transmembrane efflux protein,not required
STMMW_40271,pfkA,4295087,4296049,1,9,0.00726895119418484,963,7,6-phosphofructokinase,required
STMMW_40281,sbp,4296253,4297242,1,1365,0.347474747474747,990,344,periplasmic sulphate binding protein,not required
STMMW_40291,cdha,4297343,4298098,1,1328,0.427248677248677,756,323,CDP-diglyceride hydrolase,not required
STMMW_40301,STMMW_40301,4298361,4299695,1,5338,0.661423220973783,1335,883,putative sugar transport protein,not required
STMMW_40311,STMMW_40311,4299706,4300665,1,1736,0.401041666666667,960,385,putative carbohydrate kinase,not required
STMMW_40321,STMMW_40321,4300675,4301715,1,1629,0.438040345821326,1041,456,putative exported protein,not required
STMMW_40331,STMMW_40331,4301778,4302500,1,1379,0.473029045643154,723,342,putative GntR-family regulatory protein,not required
STMMW_40341,STMMW_40341,4302598,4302762,1,272,0.424242424242424,165,70,conserved hypothetical protein,not required
STMMW_40351,cdhb,4302763,4302909,1,173,0.380952380952381,147,56,,not required
STMMW_40361,STMMW_40361,4302999,4303265,-1,352,0.397003745318352,267,106,conserved hypothetical protein,not required
STMMW_40371,ydeV,4303363,4304955,-1,2369,0.37413684871312,1593,596,putative sugar kinase,not required
STMMW_40381,ydeW,4305043,4306002,-1,1115,0.371875,960,357,putative regulatory protein,not required
STMMW_40391,ego,4306258,4307793,1,1798,0.348307291666667,1536,535,putative ABC transporter ATP-binding protein,not required
STMMW_40401,ydeY,4307787,4308830,1,2061,0.402298850574713,1044,420,putative ABC transporter permease protein,not required
STMMW_40411,ydeZ,4308827,4309828,1,3153,0.567864271457086,1002,569,"putative ABC transporter, membrane component",not required
STMMW_40421,yneA,4309857,4310879,1,3280,0.505376344086022,1023,517,"putative ABC transport protein, solute-binding component",not required
STMMW_40431,yneB,4310908,4311783,1,3127,0.704337899543379,876,617,putative aldolase,not required
STMMW_40441,yneC,4311827,4312156,1,366,0.415151515151515,330,137,conserved hypothetical protein,not required
STMMW_40451,STMMW_40451,4312166,4312930,1,960,0.352941176470588,765,270,putative ribulose-phosphate 3-epimerase,not required
STMMW_40461,tpiA,4313022,4313789,-1,51,0.0286458333333333,768,22,triosephosphate isomerase,required
STMMW_40471,yiiQ,4313902,4314498,-1,563,0.316582914572864,597,189,putative exported protein,not required
STMMW_40481,yiiR,4314599,4315027,1,573,0.321678321678322,429,138,putative membrane protein,not required
STMMW_40491,fpr,4315134,4315880,-1,25,0.0227576974564926,747,17,ferredoxin--NADP reductase,required
STMMW_40501,glpX,4315977,4316987,-1,1547,0.414441147378833,1011,419,putative glycerol metabolic protein,not required
STMMW_40511,glpK,4317099,4318607,-1,2088,0.389662027833002,1509,588,glycerol kinase,not required
STMMW_40521,glpF,4318628,4319473,-1,840,0.313238770685579,846,265,glycerol uptake facilitator protein,not required
STMMW_40531,yiiU,4319872,4320111,1,417,0.354166666666667,240,85,conserved hypothetical protein,not required
STMMW_40541,menG,4320333,4320818,-1,693,0.390946502057613,486,190,menaquinone biosynthesis protein,not required
STMMW_40551,menA,4320911,4321840,-1,1658,0.482795698924731,930,449,menaquinone biosynthetic protein,not required
STMMW_40561,hslU,4321907,4323238,-1,1573,0.356606606606607,1332,475,heat shock protein,not required
STMMW_40571,hslV,4323248,4323778,-1,878,0.427495291902072,531,227,heat shock protein,not required
STMMW_40581,ftsN,4323870,4324844,-1,1778,0.343589743589744,975,335,cell division protein,not required
STMMW_40591,cytR,4324938,4325963,-1,1991,0.482456140350877,1026,495,transcriptional repressor,not required
STMMW_40601,priA,4326118,4328316,-1,96,0.00682128240109141,2199,15,primosomal protein replication factor,required
STMMW_40611,rpmE,4328520,4328732,1,2,0.00469483568075117,213,1,50S ribosomal protein L31,required
STMMW_40621,STMMW_40621,4328778,4329440,-1,1046,0.390648567119155,663,259,hypothetical protein,not required
STMMW_40631,STMMW_40631,4329641,4331431,-1,5304,0.513679508654383,1791,920,putative arylsulfate sulfotransferase,not required
STMMW_40641,metJ,4331888,4332205,-1,1129,0.723270440251572,318,230,repressor of the methionine regulon,not required
STMMW_40651,metB,4332470,4333630,1,56,0.0103359173126615,1161,12,cystathionine gamma-synthase,required
STMMW_40661,metL,4333633,4336065,1,10926,0.545828195643239,2433,1328,bifunctional aspartokinase II/homoserine dehydrogenase IIcan I write,not required
STMMW_40671,STMMW_40671,4336181,4337038,-1,3877,0.613053613053613,858,526,inner membrane protein,not required
STMMW_40681,STMMW_40681,4337041,4338039,-1,1971,0.376376376376376,999,376,inner membrane protein,not required
STMMW_40691,STMMW_40691,4338274,4339398,-1,1273,0.328888888888889,1125,370,conserved hypothetical protein,not required
STMMW_40701,STMMW_40701,4339534,4341090,1,2562,0.420038535645472,1557,654,conserved hypothetical protein,not required
STMMW_40711,metF,4341285,4342175,1,31,0.0123456790123457,891,11,"5,10 methylenetetrahydrofolate reductase",required
STMMW_40721,katG,4342340,4344520,1,4317,0.436038514442916,2181,951,catalase (hydroperoxidase I),not required
STMMW_40731,yijF,4344578,4345201,-1,1331,0.471153846153846,624,294,conserved hypothetical protein,not required
STMMW_40741,gldA,4345460,4346563,-1,2550,0.513586956521739,1104,567,glycerol dehydrogenase,not required
STMMW_40751,talC,4346575,4347237,-1,1322,0.482654600301659,663,320,putative transaldolase,not required
STMMW_40761,ptsA,4347248,4349749,-1,6253,0.528776978417266,2502,1323,"phosphoenolpyruvate-protein phosphotransferase (ec 2.7.3.9) (phosphotransferase system, enzyme i) (enzyme i-ani)",not required
STMMW_40771,frwC,4350058,4351137,1,2525,0.47962962962963,1080,518,"PTS system, protein component IIC (phosphotransferase enzyme ii, c component)",not required
STMMW_40781,frwB,4351152,4351472,1,458,0.392523364485981,321,126,"PTS system protein IIB component 1 (phosphotransferase enzyme ii, b component) (ec 2.7.1.69)",not required
STMMW_40791,pflD,4351571,4353868,1,5398,0.516536118363795,2298,1187,formate acetyltransferase 2 (ec 2.3.1.54) (pyruvate formate-lyase 2),not required
STMMW_40801,pflC,4353834,4354712,1,1642,0.465301478953356,879,409,pyruvate formate-lyase 2 activating enzyme (ec 1.97.1.4) (pfl-activating enzyme),not required
STMMW_40811,frwD,4354714,4355067,1,1306,0.61864406779661,354,219,"PTS system, component IIB",not required
STMMW_40821,yijO,4355054,4355905,-1,1807,0.494131455399061,852,421,putative AraC-family transcriptional regulator,not required
STMMW_40831,yijP,4356066,4357799,-1,4212,0.539792387543253,1734,936,putative membrane protein,not required
STMMW_40841,ppc,4358010,4360661,-1,38,0.0105580693815988,2652,28,phosphoenolpyruvate carboxylase,required
STMMW_40851,argE,4361030,4362181,-1,2187,0.454861111111111,1152,524,acetylornithine deacetylase,not required
STMMW_40861,argC,4362270,4363274,1,654,0.175124378109453,1005,176,N-acetyl-gamma-glutamyl-phosphate reductase,not required
STMMW_40871,argB,4363282,4364058,1,591,0.181467181467181,777,141,acetylglutamate kinase,not required
STMMW_40881,argH,4364176,4365552,1,432,0.0290486564996369,1377,40,argininosuccinate lyase,required
STMMW_40891,oxyR,4365837,4366754,1,761,0.286492374727669,918,263,hydrogen peroxide-inducible regulon activator,not required
STMMW_40901,udhA,4366737,4368137,-1,692,0.217701641684511,1401,305,possible pyridine nucleotide-disulphide oxidoreductase,not required
STMMW_40911,yijC,4368336,4368971,1,10603,0.907232704402516,636,577,possible TetR-family trancriptional regulatory protein,not required
STMMW_40921,yijD,4368987,4369346,1,1069,0.619444444444444,360,223,putative membrane protein,not required
STMMW_40931,trmA,4369393,4370493,-1,3078,0.544050862851953,1101,599,tRNA (uracil-5)-methyltransferase,not required
STMMW_40941,btuB,4370867,4372711,1,2699,0.412466124661247,1845,761,vitamin B12 receptor protein,not required
STMMW_40951,murI,4372755,4373507,1,34,0.0212483399734396,753,16,glutamate racemase,required
STMMW_40961,murB,4379425,4380453,1,199,0.0369290573372206,1029,38,UDP-N-acetylenolpyruvoylglucosamine reductase,required
STMMW_40971,birA,4380450,4381412,1,87,0.0373831775700935,963,36,bifunctional protein: biotin operon repressor and biotin-[acetyl-CoA carboxylase] synthetase,required
STMMW_40981,coaA,4381447,4382397,-1,16,0.0126182965299685,951,12,pantothenate kinase,required
STMMW_40982,STMMW_40982,4382606,4382779,-1,42,0.149425287356322,174,26,putative cytoplasmic protein,not required
STMMW_40991,tufB,4383356,4384540,1,924,0.281856540084388,1185,334,elongation factor Tu,not required
STMMW_41001,secE,4384725,4385153,1,0,0,429,0,preprotein translocase SecE subunit,required
STMMW_41011,nusG,4385155,4385700,1,149,0.021978021978022,546,12,transcription antitermination protein,required
STMMW_41021,rplK,4385858,4386286,1,2,0.00233100233100233,429,1,50S ribosomal subunit protein L11,required
STMMW_41031,rplA,4386290,4386994,1,16,0.00709219858156028,705,5,50S ribosomal subunit protein L1,required
STMMW_41041,rplJ,4387414,4387911,1,2,0.00401606425702811,498,2,50S ribosomal subunit protein L10,required
STMMW_41051,rplL,4387978,4388343,1,1,0.00273224043715847,366,1,50S ribosomal subunit protein L7/L12,required
STMMW_41061,rpoB,4388661,4392689,1,29,0.00471581037478282,4029,19,"DNA-directed RNA polymerase, beta-subunit",required
STMMW_41071,rpoC,4392766,4396989,1,755,0.0208333333333333,4224,88,"DNA-directed RNA polymerase, beta'-subunit",required
STMMW_41081,STMMW_41081,4397031,4397354,1,60,0.117283950617284,324,38,putative inner membrane protein,not required
STMMW_41091,STMMW_41091,4397360,4397704,-1,10,0.0115942028985507,345,4,conserved hypothetical protein,required
STMMW_41101,sseK1,4398103,4399113,1,102,0.0435212660731949,1011,44,conserved hypothetical protein,required
STMMW_41111,STMMW_41111,4399436,4399624,1,449,0.566137566137566,189,107,conserved hypothetical protein,not required
STMMW_41121,thiH,4399775,4400908,-1,21,0.0123456790123457,1134,14,thiamine biosynthesis protein,required
STMMW_41131,thiG,4400905,4401675,-1,5,0.00518806744487678,771,4,thiamine biosynthesis protein,required
STMMW_41141,thiS,4401677,4401877,-1,3,0.00497512437810945,201,1,thiamine biosynthesis protein,required
STMMW_41151,thiF,4401858,4402616,-1,24,0.0158102766798419,759,12,thiamine biosynthesis protein,required
STMMW_41161,thiE,4402609,4403244,-1,4,0.00628930817610063,636,4,thiamine-phosphate pyrophosphorylase,required
STMMW_41171,thiC,4403244,4405139,-1,34,0.00949367088607595,1896,18,thiamine biosynthesis protein,required
STMMW_41181,rsd,4405503,4405991,-1,572,0.392638036809816,489,192,putative regulatory protein,not required
STMMW_41191,nudC,4406084,4406857,1,1525,0.496124031007752,774,384,conserved hypothetical protein,not required
STMMW_41201,hemE,4406898,4407962,1,106,0.0309859154929577,1065,33,uroporphyrinogen decarboxylase,required
STMMW_41211,nfi,4407972,4408643,1,1224,0.430059523809524,672,289,putative endonuclease V,not required
STMMW_41221,yjaG,4408685,4409275,1,339,0.235194585448393,591,139,conserved hypothetical protein,not required
STMMW_41231,hupA,4409462,4409734,1,1418,0.754578754578755,273,206,histone like DNA-binding protein HU-alpha (NS2) (HU-2),not required
STMMW_41241,yjaH,4409746,4410438,1,1128,0.432900432900433,693,300,conserved hypothetical protein,not required
STMMW_41251,zraP,4410480,4410935,-1,589,0.381578947368421,456,174,possible exported protein,not required
STMMW_41261,hydH,4411189,4412586,1,1104,0.304721030042918,1398,426,two-component system sensor protein,not required
STMMW_41271,hydG,4412592,4413917,1,1890,0.38763197586727,1326,514,transcriptional regulatory protein,not required
STMMW_41281,purD,4413914,4415203,-1,19,0.00852713178294574,1290,11,phosphoribosylglycineamide synthetase,required
STMMW_41291,purH,4415215,4416804,-1,377,0.0371069182389937,1590,59,phosphoribosylaminoimidazolecarboxamide formyltransferase and IMP cyclohydrolase (bifunctional enzyme),required
STMMW_41301,yjaB,4422958,4423395,-1,89,0.0753424657534247,438,33,putative acetyltransferase,not required
STMMW_41311,metA,4423552,4424481,1,1,0.0010752688172043,930,1,homoserine O-succinyltransferase,required
STMMW_41321,aceB,4424750,4426351,1,467,0.108614232209738,1602,174,malate synthase A,not required
STMMW_41331,aceA,4426383,4427687,1,580,0.147126436781609,1305,192,isocitrate lyase,not required
STMMW_41341,aceK,4427789,4429540,1,987,0.153538812785388,1752,269,isocitrate dehydrogenase kinase/phosphatase,not required
STMMW_41351,STMMW_41351,4429504,4429938,-1,145,0.149425287356322,435,65,conserved hypothetical protein,not required
