,,,Replicate_1,,,Replicate_2,,,Replicate_3,
STM14_5114,ssb,single-strand DNA-binding protein,8,220,,6,262,,8,206
STM14_5115,-,hypothetical protein,0,0,,0,0,,0,0
STM14_5116,-,hypothetical protein,0,0,,0,0,,0,0
STM14_5117,-,hypothetical protein,2,72,,2,133,,2,80
STM14_5118,-,putative methyl-accepting chemotaxis protein,13,700,,14,868,,14,761
STM14_5119,-,putative ABC exporter outer membrane component,9,507,,6,493,,7,423
STM14_5120,-,cation efflux pump,2,151,,2,138,,2,141
STM14_5121,-,putative inner membrane protein,302,20882,,299,21480,,306,20204
STM14_5122,-,putative ABC-type bacteriocin/lantibiotic exporter,19,897,,19,907,,20,952
STM14_5123,yjcB,putative inner membrane protein,3,181,,3,174,,4,179
STM14_5124,-,hypothetical protein,1,51,,1,42,,1,68
STM14_5125,-,hypothetical protein,0,0,,1,4,,0,0
STM14_5126,yjcC,putative diguanylate cyclase/phosphodiesterase,34,3270,,37,3119,,36,3382
STM14_5127,soxS,DNA-binding transcriptional regulator SoxS,10,446,,9,557,,10,543
STM14_5128,soxR,redox-sensing transcriptional activator,12,847,,10,797,,12,794
STM14_5129,-,hypothetical protein,1,115,,1,104,,1,138
STM14_5130,-,putative glutathione S-transferase,11,1184,,10,1137,,10,1244
STM14_5131,-,hypothetical protein,2,249,,2,260,,2,270
STM14_5132,-,hypothetical protein,2,122,,2,91,,2,115
STM14_5133,yjcD,hypothetical protein,19,1465,,20,1448,,19,1478
STM14_5134,-,hypothetical protein,3,186,,3,215,,3,257
STM14_5135,yjcE,Na/H transport protein,14,752,,14,790,,13,893
STM14_5136,-,putative transcriptional regulator,11,2074,,12,2098,,12,1917
STM14_5137,-,LrgA family protein,14,595,,11,621,,14,509
STM14_5138,-,putative inner membrane protein,9,925,,10,1074,,9,983
STM14_5139,actP,acetate permease,25,2203,,24,2154,,25,2209
STM14_5140,yjcH,putative inner membrane protein,9,507,,9,497,,9,429
STM14_5141,acs,acetyl-CoA synthetase,34,2654,,33,2398,,35,2552
STM14_5142,-,putative cytoplasmic protein,2,231,,2,220,,2,260
STM14_5143,nrfA,cytochrome c nitrite reductase,16,996,,15,963,,17,1169
STM14_5144,nrfB,cytochrome c-type protein NrfB,19,1287,,18,1341,,20,1343
STM14_5145,nrfC,putative formate-dependent nitrite reductase,11,669,,11,778,,11,802
STM14_5146,nrfD,putative formate-dependent nitrate reductase,12,1041,,12,1019,,12,982
STM14_5147,nrfE,formate-dependent nitrite reductase,30,2057,,28,1965,,31,2208
STM14_5148,nrfG,formate-dependent nitrite reductase complex subunit NrfG,7,537,,7,479,,7,439
STM14_5149,-,hypothetical protein,0,0,,0,0,,0,0
STM14_5150,-,hypothetical protein,4,422,,4,515,,4,449
STM14_5151,gltP,glutamate/aspartate:proton symporter,26,1143,,26,1269,,26,1082
STM14_5152,-,hypothetical protein,3,680,,3,626,,4,611
STM14_5153,yjcO,TPR repeat-containing protein,8,746,,9,832,,11,816
STM14_5154,-,hypothetical protein,8,573,,7,597,,8,731
STM14_5155,fdhF,formate dehydrogenase,39,2298,,39,2212,,39,2340
STM14_5156,lpxO,putative dioxygenase,23,1236,,20,1134,,22,1224
STM14_5157,phnO,aminoalkylphosphonic acid N-acetyltransferase,13,476,,13,546,,13,572
STM14_5158,phnB,hypothetical protein,10,766,,10,836,,10,892
STM14_5159,phnA,hypothetical protein,5,119,,5,109,,5,111
STM14_5160,-,hypothetical protein,4,724,,4,790,,5,804
STM14_5161,proP,proline/glycine betaine transporter,24,1053,,25,1073,,25,1215
STM14_5162,-,hypothetical protein,8,677,,8,612,,8,669
STM14_5163,basS,sensor protein BasS/PmrB,19,1004,,20,1073,,20,946
STM14_5164,basR,DNA-binding transcriptional regulator BasR,18,1848,,16,1776,,17,1711
STM14_5165,yjdB,putative cell division protein,44,3417,,44,3460,,44,3466
STM14_5166,yjdE,arginine:agmatin antiporter,28,2149,,27,2233,,30,2110
STM14_5167,adiY,transcriptional activator,18,922,,18,970,,18,948
STM14_5168,-,hypothetical protein,3,287,,3,244,,4,354
STM14_5169,adi,catabolic arginine decarboxylase,49,5079,,47,5176,,51,5077
STM14_5170,melR,DNA-binding transcriptional regulator MelR,21,1381,,20,1275,,21,1269
STM14_5171,melA,alpha-galactosidase,14,1229,,13,1107,,14,1086
STM14_5172,melB,melibiose:sodium symporter,34,2904,,34,2886,,35,2698
STM14_5173,fumB,fumarase B,35,2716,,34,2661,,34,2319
STM14_5174,dcuB,anaerobic C4-dicarboxylate transporter,24,1937,,23,1945,,24,1876
STM14_5175,-,putative cytoplasmic protein,5,462,,5,339,,5,406
STM14_5176,dcuR,DNA-binding transcriptional activator DcuR,13,1654,,13,1886,,14,1862
STM14_5177,dcuS,sensory histidine kinase DcuS,19,2065,,19,1907,,20,1979
STM14_5178,-,putative anaerobic dimethylsulfoxide reductase subunit A,36,2359,,39,2178,,39,2095
STM14_5179,-,putative anaerobic dimethylsulfoxide reductase subunit B,15,1003,,16,1122,,16,1023
STM14_5180,-,putative anaerobic dimethylsulfoxide reductase subunit C,9,550,,12,557,,11,616
STM14_5181,-,putative anaerobic dehydrogenase component,14,1699,,13,1878,,15,1849
STM14_5182,-,hypothetical protein,27,1389,,25,1272,,28,1341
STM14_5183,-,hypothetical protein,2,154,,2,110,,2,199
STM14_5184,-,putative inner membrane protein,12,737,,11,696,,11,752
STM14_5185,-,hypothetical protein,4,195,,4,209,,4,179
STM14_5186,-,putative cytoplasmic protein,7,531,,7,575,,7,451
STM14_5187,-,putative regulatory protein,2,99,,2,83,,2,66
STM14_5188,-,putative DNA-binding protein,5,161,,5,249,,5,215
STM14_5189,-,hypothetical protein,3,201,,3,209,,3,230
STM14_5190,-,putative cytoplasmic protein,3,314,,3,289,,3,243
STM14_5191,-,hypothetical protein,5,135,,3,95,,5,92
STM14_5192,-,putative acetyltransferase,10,413,,10,381,,9,429
STM14_5193,phoN,non-specific acid phosphatase,10,327,,10,309,,12,313
STM14_5194,-,ethyl tert-butyl ether degradation EthD,7,522,,8,432,,7,443
STM14_5195,-,putative regulatory protein,12,498,,11,417,,12,485
STM14_5196,-,hypothetical protein,5,383,,5,301,,6,268
STM14_5198,yjdC,putative transcriptional regulator,16,1918,,17,1610,,17,1674
STM14_5199,dipZ,thiol:disulfide interchange protein precursor,34,2195,,34,2203,,34,2059
STM14_5200,cutA,divalent-cation tolerance protein CutA,10,629,,10,730,,10,639
STM14_5201,dcuA,anaerobic C4-dicarboxylate transporter,20,1959,,20,1871,,22,1828
STM14_5202,aspA,aspartate ammonia-lyase,24,2317,,24,2238,,26,2296
STM14_5203,-,hypothetical protein,4,615,,4,530,,4,644
STM14_5204,fxsA,FxsA,8,583,,8,656,,8,602
STM14_5205,yjeH,inner membrane protein YjeH,22,1105,,20,1098,,23,1095
STM14_5206,groES,co-chaperonin GroES,3,287,,3,330,,3,283
STM14_5207,groEL,chaperonin GroEL,1,115,,2,68,,1,70
STM14_5208,-,hypothetical protein,3,129,,3,117,,3,147
STM14_5209,yjeI,putative outer membrane lipoprotein,9,1253,,9,1126,,9,1163
STM14_5210,yjeJ,putative inner membrane protein,16,539,,14,585,,16,557
STM14_5211,-,hypothetical protein,1,9,,2,18,,1,6
STM14_5212,-,hypothetical protein,2,139,,2,179,,2,157
STM14_5213,yjeK,putative aminomutase,10,325,,10,347,,9,285
STM14_5214,efp,elongation factor P,5,64,,5,61,,7,107
STM14_5215,ecnA,putative entericidin A precursor,7,515,,7,524,,7,513
STM14_5216,ecnB,entericidin B membrane lipoprotein,4,460,,3,475,,4,457
STM14_5217,ecnR,putative regulatory protein,20,1658,,21,1394,,21,1682
STM14_5218,sugE,quaternary ammonium compound-resistance protein SugE,6,322,,6,295,,6,268
STM14_5219,blc,outer membrane lipoprotein Blc,12,1238,,11,1236,,12,1203
STM14_5220,frdD,fumarate reductase subunit D,6,298,,5,347,,6,367
STM14_5221,frdC,fumarate reductase subunit C,9,673,,9,511,,9,615
STM14_5222,frdB,fumarate reductase iron-sulfur subunit,9,574,,8,420,,8,534
STM14_5223,frdA,fumarate reductase flavoprotein subunit,23,1513,,22,1678,,24,1477
STM14_5224,yjeA,lysyl-tRNA synthetase,13,1013,,13,790,,14,817
STM14_5225,-,hypothetical protein,2,300,,2,273,,2,306
STM14_5226,yjeM,putative amino-acid transport protein,30,2026,,31,1907,,30,1852
STM14_5227,yjeO,putative inner membrane protein,7,425,,7,402,,6,404
STM14_5228,yjeP,hypothetical protein,35,2462,,35,2459,,34,2407
STM14_5229,psd,phosphatidylserine decarboxylase,2,101,,2,138,,3,98
STM14_5230,yjeQ,ribosome-associated GTPase,2,5,,1,8,,3,19
STM14_5231,orn,oligoribonuclease,7,78,,6,76,,5,50
STM14_5232,-,putative arginine-binding periplasmic protein,12,767,,12,805,,12,831
STM14_5236,yjeS,putative FeS protein,21,1526,,21,1442,,22,1510
STM14_5237,yjeF,hypothetical protein,22,1038,,21,1138,,21,1079
STM14_5238,yjeE,putative ATPase,1,137,,1,117,,1,77
STM14_5239,amiB,N-acetylmuramoyl-l-alanine amidase II,18,1138,,20,1167,,19,1266
STM14_5240,mutL,DNA mismatch repair protein,14,801,,14,980,,14,827
STM14_5241,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase,10,364,,11,435,,11,351
STM14_5242,hfq,RNA-binding protein Hfq,8,556,,8,598,,8,481
STM14_5243,hflX,putative GTPase HflX,15,730,,14,659,,15,741
STM14_5244,hflK,FtsH protease regulator HflK,19,1133,,19,1033,,20,1019
STM14_5245,hflC,FtsH protease regulator HflC,15,1523,,16,1609,,16,1430
STM14_5246,yjeT,putative inner membrane protein,1,98,,1,141,,1,108
STM14_5247,-,hypothetical protein,5,198,,5,215,,5,215
STM14_5248,purA,adenylosuccinate synthetase,11,163,,12,257,,12,219
STM14_5249,yjeB,transcriptional repressor NsrR,12,440,,12,433,,11,368
STM14_5250,vacB,exoribonuclease R,38,2448,,38,2376,,38,2303
STM14_5251,yjfH,23S rRNA (guanosine-2'-O-)-methyltransferase,7,566,,7,654,,7,515
STM14_5252,yjfI,putative cytoplasmic protein,4,204,,4,266,,4,222
STM14_5253,yjfJ,putative phage shock protein A,11,1067,,12,918,,13,1180
STM14_5254,-,putative potassium channel,21,2053,,20,2125,,20,1932
STM14_5255,yjfK,putative cytoplasmic protein,12,567,,13,586,,15,537
STM14_5256,yjfL,putative inner membrane protein,11,780,,11,725,,11,834
STM14_5257,yjfM,putative inner membrane protein,11,1268,,11,1185,,10,1113
STM14_5258,yjfC,putative glutathionylspermidine synthase,17,1234,,18,1077,,17,1270
STM14_5259,aidB,isovaleryl CoA dehydrogenase,22,1599,,22,1684,,24,1655
STM14_5260,yjfN,putative inner membrane protein,9,315,,9,315,,10,315
STM14_5261,yjfO,putative lipoprotein,10,389,,11,485,,11,487
STM14_5262,yjfP,esterase,9,301,,9,291,,9,337
STM14_5263,yjfQ,transcriptional repressor UlaR,12,591,,12,678,,12,662
STM14_5264,yjfR,putative L-ascorbate 6-phosphate lactonase,15,1269,,15,1140,,16,1188
STM14_5265,ulaA_3,ascorbate-specific PTS system enzyme IIC,32,2403,,33,2359,,32,2191
STM14_5266,sgaB,L-ascorbate-specific enzyme IIB component of PTS,6,750,,6,792,,6,670
STM14_5267,ptxA,L-ascorbate-specific enzyme IIA component of PTS,6,341,,7,367,,6,313
STM14_5268,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase,7,435,,6,427,,6,468
STM14_5269,sgaU,L-xylulose 5-phosphate 3-epimerase,12,573,,12,571,,12,586
STM14_5270,sgaE,L-ribulose-5-phosphate 4-epimerase,14,713,,15,659,,18,822
STM14_5271,yjfY,putative outer membrane protein,7,790,,7,730,,7,813
STM14_5272,-,hypothetical protein,5,351,,5,410,,5,332
STM14_5273,-,hypothetical protein,1,51,,1,64,,1,45
STM14_5274,-,putative cytoplasmic protein,4,212,,4,130,,4,162
STM14_5275,rpsF,30S ribosomal protein S6,0,0,,0,0,,0,0
STM14_5276,priB,primosomal replication protein N,0,0,,0,0,,0,0
STM14_5277,rpsR,30S ribosomal protein S18,0,0,,0,0,,0,0
STM14_5278,rplI,50S ribosomal protein L9,7,353,,8,455,,8,380
STM14_5279,yifZ,putative permease,17,934,,17,1045,,17,1118
STM14_5280,ytfB,putative cell envelope opacity-associated protein A,4,244,,4,241,,4,286
STM14_5281,fklB,peptidyl-prolyl cis-trans isomerase,7,283,,8,336,,7,283
STM14_5282,cycA,D-alanine/D-serine/glycine permease,23,1171,,23,1349,,24,1268
STM14_5283,ytfE,cell morphogenesis/cell wall metabolism regulator,10,505,,10,583,,10,512
STM14_5284,ytfF,putative cationic amino acid transporter,15,895,,14,978,,15,850
STM14_5285,ytfG,putative reductase,12,877,,12,807,,14,884
STM14_5286,ytfH,putative transcriptional regulator,4,368,,4,423,,4,385
STM14_5287,cpdB,"bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic precursor protein",35,2476,,37,2577,,38,2329
STM14_5288,-,hypothetical protein,5,229,,5,220,,5,224
STM14_5289,cysQ,"PAPS (adenosine 3'-phosphate 5'-phosphosulfate) 3'(2'),5'-bisphosphate nucleotidase",10,730,,10,573,,10,600
STM14_5290,ytfJ,putative transcriptional regulator,12,1451,,12,1387,,13,1379
STM14_5291,-,hypothetical protein,3,404,,3,386,,3,414
STM14_5292,ytfK,putative cytoplasmic protein,4,557,,5,503,,4,467
STM14_5293,ytfL,putative hemolysin-like protein,28,2925,,29,2838,,30,2774
STM14_5294,msrA,methionine sulfoxide reductase A,11,1447,,11,1443,,11,1308
STM14_5295,-,hypothetical protein,3,65,,2,63,,3,59
STM14_5296,ytfM,putative outer membrane protein,26,2218,,27,2051,,26,2115
STM14_5297,ytfN,putative periplasmic protein,45,3090,,44,2897,,46,2764
STM14_5298,ytfP,putative cytoplasmic protein,8,2157,,8,2357,,8,2087
STM14_5299,-,putative permease,26,1283,,24,1330,,27,1324
STM14_5300,-,putative metallo-dependent hydrolase,18,1276,,19,1329,,21,1392
STM14_5301,ppa,inorganic pyrophosphatase,0,0,,0,0,,1,1
STM14_5302,fbp,"fructose-1,6-bisphosphatase",15,1183,,14,1160,,17,1134
STM14_5303,-,hypothetical protein,6,146,,7,121,,6,176
STM14_5304,mpl,UDP-N-acetylmuramate/L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,16,774,,15,748,,16,752
STM14_5305,-,hypothetical protein,9,764,,9,736,,9,798
STM14_5306,-,hypothetical protein,2,163,,2,207,,2,179
STM14_5307,-,putative transcriptional regulator,18,1053,,19,1121,,18,1105
STM14_5308,-,sugar transporter,33,2516,,33,2600,,36,2302
STM14_5309,-,hypothetical protein,0,0,,1,5,,0,0
STM14_5310,-,sugar transporter,31,2432,,30,2413,,31,2265
STM14_5311,-,putative inner membrane protein,17,1319,,17,1316,,17,1297
STM14_5312,-,putative NAD-dependent aldehyde dehydrogenase,15,959,,16,1096,,16,951
STM14_5313,-,putative cytoplasmic protein,1,5,,1,6,,1,6
STM14_5314,-,putative DNA-binding protein,16,1314,,16,1310,,15,1259
STM14_5315,-,hypothetical protein,1,12,,1,15,,1,24
STM14_5316,-,putative endonuclease,11,799,,11,663,,12,810
STM14_5317,-,putative dehydrogenase,27,1813,,28,1720,,28,1854
STM14_5318,srfJ,lysosomal glucosyl ceramidase-like protein,24,1978,,24,1863,,25,1881
STM14_5319,-,putative endonuclease,13,498,,12,554,,14,587
STM14_5320,-,hypothetical protein,10,519,,10,467,,10,449
STM14_5321,-,putative carbohydrate kinase,29,1886,,25,1636,,28,1812
STM14_5323,-,hypothetical protein,1,32,,1,28,,1,27
STM14_5324,-,myo-inositol 2-dehydrogenase,9,520,,8,585,,9,552
STM14_5325,-,putative permease,31,2544,,31,2677,,33,2564
STM14_5326,-,putative cytoplasmic protein,12,404,,12,423,,12,455
STM14_5327,-,putative endonuclease,18,894,,18,880,,19,932
STM14_5328,yjgA,hypothetical protein,3,251,,3,220,,3,188
STM14_5329,pmbA,peptidase PmbA,22,1814,,23,1681,,23,1865
STM14_5330,cybC,cytochrome b562,7,842,,7,929,,7,800
STM14_5331,-,putative cytoplasmic protein,2,121,,2,95,,2,99
STM14_5332,-,putative cytoplasmic protein,4,233,,5,191,,5,249
STM14_5333,-,putative cytoplasmic protein,3,456,,4,350,,3,362
STM14_5334,-,putative inner membrane protein,7,411,,7,285,,8,343
STM14_5335,-,putative inner membrane protein,12,1485,,11,1333,,11,1414
STM14_5336,-,dihydroorotase,18,1264,,18,1296,,18,1212
STM14_5337,-,putative selenocysteine synthase,15,631,,16,664,,15,684
STM14_5338,-,4-hydroxy-2-oxoglutarate aldolase,10,296,,11,345,,10,255
STM14_5339,-,phosphotransferase system mannitol/fructose-specific IIA component,31,1620,,33,1530,,32,1659
STM14_5340,-,bifunctional antitoxin/transcriptional repressor RelB,3,158,,3,178,,3,198
STM14_5341,-,putative inner membrane protein,7,596,,6,664,,7,538
STM14_5342,nrdG,anaerobic ribonucleotide reductase-activating protein,7,348,,7,263,,8,318
STM14_5343,nrdD,anaerobic ribonucleoside triphosphate reductase,30,2255,,33,2369,,33,2273
STM14_5344,-,hypothetical protein,2,73,,2,54,,2,49
STM14_5345,treC,trehalose-6-phosphate hydrolase,24,1726,,24,1698,,25,1832
STM14_5347,-,hypothetical protein,2,183,,2,205,,2,142
STM14_5348,treR,trehalose repressor,16,1379,,18,1417,,17,1372
STM14_5349,mgtA,magnesium-transporting ATPase MgtA,30,1751,,31,1816,,31,1735
STM14_5350,-,putative transposase,22,1522,,20,1421,,22,1533
STM14_5351,yjgF,putative translation initiation inhibitor,2,70,,3,67,,2,58
STM14_5352,pyrI,aspartate carbamoyltransferase regulatory subunit,9,386,,9,454,,9,454
STM14_5353,pyrB,aspartate carbamoyltransferase catalytic subunit,11,518,,10,461,,12,430
STM14_5354,pyrL,pyrBI operon leader peptide,0,0,,0,0,,0,0
STM14_5355,-,putative arginine repressor,9,545,,9,562,,10,521
STM14_5356,-,hypothetical protein,3,225,,2,199,,3,197
STM14_5357,-,putative arginine repressor,24,1776,,25,1940,,26,1908
STM14_5358,-,ornithine carbamoyltransferase,11,858,,12,763,,11,810
STM14_5359,-,conserved hypothetical protein,1,24,,1,17,,1,34
STM14_5360,-,carbamate kinase,6,564,,9,597,,8,511
STM14_5361,-,arginine deiminase,16,1268,,15,1240,,17,1202
STM14_5362,-,conserved hypothetical protein,0,0,,0,0,,0,0
STM14_5363,yjgK,putative cytoplasmic protein,11,765,,11,675,,11,698
STM14_5364,argI,ornithine carbamoyltransferase subunit I,16,1601,,15,1498,,16,1524
STM14_5365,yjgD,hypothetical protein,6,492,,6,496,,6,576
STM14_5366,miaE,hydroxylase,18,1071,,17,1031,,16,1091
STM14_5367,-,hypothetical protein,0,0,,1,2,,0,0
STM14_5368,ytgA,putative inner membrane protein,4,66,,3,52,,4,55
STM14_5369,yjgM,putative acetyltransferase,7,296,,6,341,,6,248
STM14_5370,yjgN,putative inner membrane protein,25,1869,,24,1984,,25,1909
STM14_5371,valS,valyl-tRNA synthetase,3,35,,3,8,,4,19
STM14_5372,holC,DNA polymerase III subunit chi,2,110,,2,150,,2,132
STM14_5373,pepA,leucyl aminopeptidase,17,1127,,14,979,,16,1058
STM14_5374,-,putative cytoplasmic protein,2,366,,2,386,,2,388
STM14_5375,yjgP,putative permease,0,0,,1,3,,0,0
STM14_5376,yjgQ,putative permease,2,146,,2,152,,2,91
STM14_5377,idnR,L-idonate regulator,25,1911,,27,1816,,26,2030
STM14_5378,idnT,L-idonate transport protein,20,1203,,20,1177,,20,1105
STM14_5379,idnO,gluconate 5-dehydrogenase,9,514,,8,474,,10,499
STM14_5380,idnD,L-idonate 5-dehydrogenase,8,161,,8,142,,8,151
STM14_5381,-,hypothetical protein,4,48,,2,50,,3,56
STM14_5382,idnK,D-gluconate kinase,6,479,,5,563,,6,428
STM14_5383,yjgB,putative alcohol dehydrogenase,19,1505,,19,1392,,19,1352
STM14_5385,-,putative integrase,6,445,,6,603,,7,527
STM14_5386,-,putative DNA helicase,77,5230,,80,5351,,84,5289
STM14_5387,-,putative restriction endonuclease,17,897,,17,1003,,17,986
STM14_5388,-,putative ATP-dependent Lon protease,39,2338,,36,2203,,38,2245
STM14_5389,-,putative cytoplasmic protein,37,2223,,39,2227,,39,2050
STM14_5390,-,putative cytoplasmic protein,8,484,,9,476,,9,449
STM14_5391,-,putative ABC-type sugar/spermidine/putrescine transport system ATPase component,22,1534,,21,1749,,22,1462
STM14_5392,-,putative type II restriction enzyme methylase subunit,55,3453,,56,3352,,56,3450
STM14_5393,-,putative DNA repair ATPase,49,3343,,46,3254,,49,3206
STM14_5394,-,putative cytoplasmic protein,2,167,,2,205,,3,151
STM14_5395,-,putative inner membrane protein,7,241,,7,333,,8,286
STM14_5396,-,molybdopterin-guanine dinucleotide biosynthesis protein A,5,144,,5,167,,5,149
STM14_5398,yeeN,hypothetical protein,4,121,,3,148,,4,125
STM14_5399,-,hypothetical protein,2,92,,2,125,,2,127
STM14_5400,yjhP,putative SAM-dependent methyltransferase,25,1557,,25,1738,,25,1740
STM14_5401,-,hypothetical protein,4,457,,5,578,,5,560
STM14_5402,-,hypothetical protein,5,442,,6,429,,5,415
STM14_5403,-,putative cytoplasmic protein,12,603,,11,639,,13,730
STM14_5404,-,putative inner membrane protein,8,401,,7,345,,8,340
STM14_5405,-,putative cytoplasmic protein,11,305,,11,336,,11,311
STM14_5406,-,hypothetical protein,0,0,,0,0,,0,0
STM14_5407,-,hypothetical protein,1,13,,0,0,,0,0
STM14_5408,-,hypothetical protein,5,127,,5,53,,6,162
STM14_5409,-,putative dienelactone hydrolase,15,1403,,13,1367,,15,1235
STM14_5410,-,hypothetical protein,2,125,,2,122,,2,129
STM14_5411,uxuR,DNA-binding transcriptional repressor UxuR,8,755,,8,812,,8,724
STM14_5412,trpS2,tryptophanyl-tRNA synthetase II,15,1560,,14,1575,,16,1581
STM14_5413,-,hypothetical protein,0,0,,0,0,,0,0
STM14_5414,-,putative hyperinvasive locus E,14,921,,15,915,,14,836
STM14_5415,-,hypothetical protein,0,0,,0,0,,0,0
STM14_5416,-,hypothetical protein,2,78,,2,111,,2,100
STM14_5417,-,putative aspartate racemase,10,749,,11,763,,10,668
STM14_5418,yjiE,putative DNA-binding transcriptional regulator,23,1770,,23,1549,,22,1577
STM14_5419,iadA,isoaspartyl dipeptidase,9,626,,8,491,,9,593
STM14_5420,yjiG,hypothetical protein,9,735,,10,851,,9,714
STM14_5421,yjiH,putative inner membrane protein,8,1027,,8,984,,10,1025
STM14_5422,yjiJ,putative sugar transporter,16,1202,,17,1248,,17,1229
STM14_5423,-,hypothetical protein,5,222,,5,244,,5,279
STM14_5424,yjiN,putative inner membrane protein,25,1732,,25,1713,,26,1845
STM14_5425,yjiO,putative transport protein,15,630,,14,581,,16,528
STM14_5426,-,hypothetical protein,3,225,,3,241,,3,237
STM14_5427,-,hypothetical protein,4,236,,4,240,,4,268
